YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
4	42	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
4	O	3	18	4	0	-1	-1	612	1	1
4	O	4	6	1	0	-1	-1	410	1	1
4	O	7	13	1	2	-1	-1	51	1	1
4	O	8	34	1	0	-1	-1	25	1	1
2	D	7	16	2	0	186	-1	-1	1	1
1	D	7	40	2	0	162	-1	-1	1	1
3	O	10	19	3	0	-1	790	-1	1	1
2	D	4	13	4	0	3	-1	-1	1	1
2	D	8	36	3	0	171	-1	-1	1	1
2	D	4	36	1	0	183	-1	-1	1	1
2	D	2	28	4	0	24	-1	-1	1	1
2	D	8	42	1	0	89	-1	-1	1	1
4	O	2	8	1	0	-1	-1	400	1	1
2	D	5	27	3	0	37	-1	-1	1	1
4	O	3	32	1	0	-1	-1	641	1	1
3	O	3	29	2	0	-1	186	-1	1	1
4	O	6	37	3	0	-1	-1	192	1	1
1	D	1	42	3	0	55	-1	-1	1	1
1	D	4	11	4	0	109	-1	-1	1	1
4	O	6	35	4	0	-1	-1	412	1	1
3	O	7	33	2	0	-1	651	-1	1	1
2	D	10	26	4	0	11	-1	-1	1	1
3	O	3	7	1	1	-1	792	-1	1	1
4	O	8	10	4	0	-1	-1	542	1	1
4	O	6	2	2	0	-1	-1	42	1	1
1	D	10	7	1	0	53	-1	-1	1	1
2	D	1	34	4	0	108	-1	-1	1	1
1	D	4	31	2	0	108	-1	-1	1	1
3	O	7	22	4	0	-1	244	-1	1	1
3	O	5	19	4	0	-1	268	-1	1	1
2	D	5	6	3	0	174	-1	-1	1	1
1	D	1	12	3	0	75	-1	-1	1	1
2	D	5	24	3	0	70	-1	-1	1	1
1	D	2	1	3	0	165	-1	-1	1	1
4	O	8	33	2	0	-1	-1	527	1	1
2	D	5	29	2	0	39	-1	-1	1	1
4	O	1	3	3	0	-1	-1	500	1	1
3	O	4	33	1	0	-1	354	-1	1	1
3	O	9	5	3	0	-1	480	-1	1	1
3	O	3	1	1	1	-1	346	-1	1	1
2	D	9	16	1	0	127	-1	-1	1	1
1	D	6	20	4	0	38	-1	-1	1	1
1	D	9	14	2	0	93	-1	-1	1	1
3	O	3	39	3	0	-1	607	-1	1	1
1	D	6	39	4	0	157	-1	-1	1	1
4	O	6	1	2	1	-1	-1	530	1	1
1	D	1	29	2	0	11	-1	-1	1	1
4	O	9	13	2	1	-1	-1	625	1	1
3	O	8	1	4	0	-1	277	-1	1	1
1	D	8	24	2	0	185	-1	-1	1	1
