YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
6	36	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	5	13	2	0	177	-1	-1	1	1
4	O	10	21	1	0	-1	-1	90	1	1
3	O	6	28	4	0	-1	603	-1	1	1
3	O	5	32	3	0	-1	834	-1	1	1
4	O	6	32	4	0	-1	-1	630	1	1
3	O	8	8	4	0	-1	184	-1	1	1
1	D	1	25	4	0	120	-1	-1	1	1
1	D	8	31	2	0	192	-1	-1	1	1
2	D	8	20	1	0	192	-1	-1	1	1
2	D	2	6	2	0	178	-1	-1	1	1
4	O	8	39	1	1	-1	-1	578	1	1
3	O	3	1	2	0	-1	28	-1	1	1
2	D	7	11	3	0	174	-1	-1	1	1
1	D	8	14	2	0	169	-1	-1	1	1
1	D	3	8	2	0	188	-1	-1	1	1
3	O	8	5	3	0	-1	587	-1	1	1
4	O	8	35	4	0	-1	-1	42	1	1
2	D	7	36	2	0	2	-1	-1	1	1
1	D	7	23	2	0	106	-1	-1	1	1
2	D	9	9	1	0	162	-1	-1	1	1
2	D	1	27	3	0	142	-1	-1	1	1
2	D	7	38	3	0	70	-1	-1	1	1
1	D	10	2	3	0	72	-1	-1	1	1
1	D	3	42	4	0	46	-1	-1	1	1
3	O	1	12	2	0	-1	198	-1	1	1
1	D	8	17	3	0	121	-1	-1	1	1
1	D	3	17	1	0	93	-1	-1	1	1
3	O	7	21	1	1	-1	400	-1	1	1
2	D	2	23	1	0	113	-1	-1	1	1
3	O	6	33	1	0	-1	499	-1	1	1
1	D	8	13	1	0	103	-1	-1	1	1
1	D	4	25	2	0	59	-1	-1	1	1
2	D	9	12	3	0	36	-1	-1	1	1
1	D	8	4	2	0	63	-1	-1	1	1
3	O	7	1	2	0	-1	391	-1	1	1
1	D	3	23	4	0	63	-1	-1	1	1
3	O	5	22	4	0	-1	311	-1	1	1
2	D	9	38	1	0	103	-1	-1	1	1
3	O	2	34	3	0	-1	763	-1	1	1
4	O	5	5	3	0	-1	-1	451	1	1
2	D	7	37	2	0	24	-1	-1	1	1
2	D	2	21	4	0	94	-1	-1	1	1
1	D	2	28	4	0	145	-1	-1	1	1
3	O	1	39	4	0	-1	527	-1	1	1
1	D	2	41	1	0	129	-1	-1	1	1
1	D	4	33	2	0	88	-1	-1	1	1
4	O	7	29	1	1	-1	-1	195	1	1
1	D	1	19	2	0	116	-1	-1	1	1
1	D	6	20	4	0	37	-1	-1	1	1
1	D	4	1	3	0	51	-1	-1	1	1
