YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
3	14	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	9	1	3	0	-1	535	-1	1	1
1	D	8	26	1	0	43	-1	-1	1	1
2	D	10	34	3	0	135	-1	-1	1	1
3	O	10	39	3	0	-1	319	-1	1	1
1	D	2	41	3	0	77	-1	-1	1	1
3	O	9	20	4	0	-1	56	-1	1	1
2	D	1	3	1	0	169	-1	-1	1	1
1	D	2	22	1	0	205	-1	-1	1	1
3	O	4	14	2	0	-1	95	-1	1	1
4	O	3	41	2	1	-1	-1	585	1	1
4	O	6	37	4	0	-1	-1	761	1	1
2	D	4	7	2	0	130	-1	-1	1	1
4	O	3	11	4	0	-1	-1	686	1	1
1	D	4	17	1	0	198	-1	-1	1	1
1	D	5	31	4	0	87	-1	-1	1	1
4	O	9	2	1	0	-1	-1	131	1	1
4	O	3	6	4	0	-1	-1	445	1	1
4	O	1	38	3	0	-1	-1	749	1	1
2	D	10	25	3	0	144	-1	-1	1	1
4	O	2	33	1	1	-1	-1	101	1	1
2	D	3	8	2	0	10	-1	-1	1	1
4	O	1	28	1	0	-1	-1	562	1	1
2	D	5	16	2	0	115	-1	-1	1	1
2	D	2	9	2	0	87	-1	-1	1	1
2	D	10	15	1	0	53	-1	-1	1	1
3	O	7	4	1	1	-1	547	-1	1	1
2	D	3	35	2	0	195	-1	-1	1	1
2	D	4	30	3	0	149	-1	-1	1	1
3	O	6	27	4	0	-1	475	-1	1	1
3	O	7	14	2	0	-1	466	-1	1	1
4	O	4	10	4	0	-1	-1	543	1	1
3	O	10	8	2	0	-1	172	-1	1	1
1	D	10	16	4	0	113	-1	-1	1	1
1	D	3	18	4	0	10	-1	-1	1	1
3	O	6	6	4	0	-1	238	-1	1	1
1	D	5	18	3	0	14	-1	-1	1	1
1	D	1	25	2	0	67	-1	-1	1	1
3	O	3	33	4	0	-1	563	-1	1	1
2	D	2	34	1	0	30	-1	-1	1	1
4	O	1	41	2	0	-1	-1	704	1	1
3	O	9	14	1	0	-1	530	-1	1	1
3	O	3	4	1	1	-1	50	-1	1	1
2	D	4	41	4	0	56	-1	-1	1	1
1	D	6	10	3	0	207	-1	-1	1	1
2	D	6	16	3	0	179	-1	-1	1	1
3	O	3	31	4	0	-1	603	-1	1	1
2	D	7	39	3	0	126	-1	-1	1	1
2	D	9	33	3	0	27	-1	-1	1	1
1	D	4	22	3	0	118	-1	-1	1	1
2	D	6	4	3	0	202	-1	-1	1	1
