YardCraneScheduling
number of cranes
1
number of containers
100
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
2	21	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	4	6	4	0	118	-1	-1	1	1
3	O	1	27	3	0	-1	421	-1	1	1
3	O	10	16	2	0	-1	377	-1	1	1
3	O	8	29	2	1	-1	1478	-1	1	1
1	D	1	28	2	0	211	-1	-1	1	1
1	D	8	34	3	0	229	-1	-1	1	1
2	D	10	25	3	0	208	-1	-1	1	1
2	D	2	18	4	0	319	-1	-1	1	1
1	D	4	38	3	0	167	-1	-1	1	1
3	O	4	2	1	0	-1	210	-1	1	1
4	O	6	9	2	1	-1	-1	951	1	1
1	D	7	5	4	0	30	-1	-1	1	1
1	D	3	39	4	0	270	-1	-1	1	1
3	O	4	42	2	0	-1	1536	-1	1	1
2	D	9	27	2	0	12	-1	-1	1	1
2	D	10	19	1	0	162	-1	-1	1	1
1	D	1	22	1	0	152	-1	-1	1	1
2	D	4	29	3	0	158	-1	-1	1	1
2	D	1	24	3	0	389	-1	-1	1	1
4	O	10	34	3	0	-1	-1	1150	1	1
2	D	3	37	4	0	284	-1	-1	1	1
2	D	1	7	1	0	67	-1	-1	1	1
2	D	9	23	4	0	125	-1	-1	1	1
2	D	1	25	3	0	26	-1	-1	1	1
4	O	4	35	2	0	-1	-1	982	1	1
1	D	3	33	1	0	286	-1	-1	1	1
1	D	1	42	1	0	272	-1	-1	1	1
1	D	5	8	1	0	108	-1	-1	1	1
1	D	5	35	4	0	354	-1	-1	1	1
2	D	9	29	4	0	173	-1	-1	1	1
2	D	10	42	4	0	253	-1	-1	1	1
2	D	3	2	1	0	35	-1	-1	1	1
4	O	7	26	4	0	-1	-1	901	1	1
1	D	7	17	3	0	289	-1	-1	1	1
3	O	5	28	1	0	-1	1249	-1	1	1
1	D	7	13	4	0	58	-1	-1	1	1
3	O	6	16	4	0	-1	40	-1	1	1
2	D	10	38	4	0	73	-1	-1	1	1
4	O	1	14	1	0	-1	-1	1362	1	1
2	D	4	40	3	0	287	-1	-1	1	1
3	O	4	5	1	0	-1	467	-1	1	1
2	D	10	39	3	0	137	-1	-1	1	1
1	D	4	15	4	0	210	-1	-1	1	1
3	O	5	14	3	0	-1	429	-1	1	1
4	O	5	12	2	0	-1	-1	1416	1	1
4	O	9	39	2	1	-1	-1	1158	1	1
2	D	5	39	1	0	194	-1	-1	1	1
4	O	5	36	3	0	-1	-1	1562	1	1
1	D	10	32	1	0	331	-1	-1	1	1
4	O	7	22	3	0	-1	-1	1452	1	1
3	O	4	41	3	0	-1	194	-1	1	1
4	O	7	18	1	0	-1	-1	827	1	1
1	D	9	7	1	0	393	-1	-1	1	1
3	O	2	14	4	0	-1	1538	-1	1	1
1	D	3	16	3	0	224	-1	-1	1	1
4	O	8	38	3	0	-1	-1	783	1	1
3	O	4	34	3	0	-1	979	-1	1	1
1	D	10	33	3	0	23	-1	-1	1	1
2	D	6	31	3	0	148	-1	-1	1	1
1	D	10	14	2	0	229	-1	-1	1	1
2	D	1	10	1	0	184	-1	-1	1	1
4	O	9	28	3	0	-1	-1	849	1	1
2	D	4	32	2	0	136	-1	-1	1	1
1	D	1	18	1	0	211	-1	-1	1	1
2	D	10	2	1	0	342	-1	-1	1	1
4	O	6	1	4	0	-1	-1	210	1	1
4	O	8	40	1	0	-1	-1	1373	1	1
4	O	10	13	2	0	-1	-1	1360	1	1
2	D	5	11	4	0	366	-1	-1	1	1
4	O	10	35	4	0	-1	-1	1152	1	1
3	O	5	22	3	0	-1	1161	-1	1	1
1	D	2	29	3	0	216	-1	-1	1	1
1	D	4	16	3	0	277	-1	-1	1	1
4	O	2	12	1	0	-1	-1	120	1	1
3	O	10	29	1	0	-1	278	-1	1	1
2	D	5	16	4	0	258	-1	-1	1	1
2	D	1	41	2	0	297	-1	-1	1	1
3	O	3	7	1	2	-1	414	-1	1	1
2	D	8	37	1	0	247	-1	-1	1	1
3	O	1	17	1	2	-1	274	-1	1	1
2	D	5	18	1	0	108	-1	-1	1	1
2	D	3	20	2	0	119	-1	-1	1	1
1	D	1	4	2	0	219	-1	-1	1	1
3	O	9	3	2	0	-1	458	-1	1	1
1	D	5	9	2	0	55	-1	-1	1	1
2	D	8	41	1	0	412	-1	-1	1	1
1	D	7	42	2	0	373	-1	-1	1	1
2	D	7	29	3	0	160	-1	-1	1	1
4	O	1	29	2	0	-1	-1	743	1	1
4	O	4	37	3	0	-1	-1	3	1	1
2	D	6	8	4	0	285	-1	-1	1	1
1	D	3	4	2	0	347	-1	-1	1	1
4	O	7	9	4	0	-1	-1	759	1	1
2	D	2	5	2	0	77	-1	-1	1	1
1	D	6	6	4	0	383	-1	-1	1	1
4	O	8	15	2	0	-1	-1	1152	1	1
2	D	9	22	4	0	235	-1	-1	1	1
2	D	9	8	2	0	364	-1	-1	1	1
2	D	6	37	2	0	400	-1	-1	1	1
1	D	3	9	3	0	246	-1	-1	1	1
