YardCraneScheduling
number of cranes
1
number of containers
100
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
2	31	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	10	7	4	0	166	-1	-1	1	1
1	D	5	8	2	0	218	-1	-1	1	1
1	D	5	16	4	0	133	-1	-1	1	1
4	O	9	32	3	0	-1	-1	659	1	1
2	D	5	29	3	0	94	-1	-1	1	1
1	D	10	10	3	0	53	-1	-1	1	1
2	D	6	1	2	0	387	-1	-1	1	1
3	O	9	17	4	0	-1	704	-1	1	1
2	D	5	42	2	0	348	-1	-1	1	1
1	D	8	28	4	0	318	-1	-1	1	1
4	O	7	20	4	0	-1	-1	374	1	1
1	D	1	4	2	0	313	-1	-1	1	1
4	O	8	3	4	0	-1	-1	1017	1	1
1	D	10	28	4	0	182	-1	-1	1	1
4	O	7	19	2	0	-1	-1	972	1	1
1	D	1	5	4	0	315	-1	-1	1	1
3	O	4	1	4	0	-1	225	-1	1	1
3	O	7	9	3	0	-1	963	-1	1	1
4	O	5	38	3	0	-1	-1	1452	1	1
1	D	1	6	2	0	71	-1	-1	1	1
4	O	6	21	3	0	-1	-1	1260	1	1
4	O	5	34	4	0	-1	-1	410	1	1
1	D	3	24	3	0	207	-1	-1	1	1
2	D	2	34	1	0	46	-1	-1	1	1
1	D	7	36	3	0	132	-1	-1	1	1
2	D	2	42	2	0	354	-1	-1	1	1
3	O	4	40	4	0	-1	1500	-1	1	1
4	O	9	30	2	0	-1	-1	538	1	1
4	O	1	37	2	0	-1	-1	212	1	1
4	O	5	17	2	0	-1	-1	781	1	1
3	O	5	12	4	0	-1	842	-1	1	1
3	O	2	23	2	0	-1	1109	-1	1	1
3	O	1	26	3	0	-1	1485	-1	1	1
3	O	5	4	2	0	-1	1516	-1	1	1
2	D	1	2	3	0	311	-1	-1	1	1
4	O	10	37	3	0	-1	-1	1080	1	1
3	O	5	9	3	0	-1	1221	-1	1	1
4	O	4	18	2	0	-1	-1	1489	1	1
1	D	4	6	2	0	366	-1	-1	1	1
2	D	6	18	4	0	109	-1	-1	1	1
2	D	5	15	3	0	43	-1	-1	1	1
3	O	10	30	1	2	-1	1201	-1	1	1
3	O	10	42	1	0	-1	963	-1	1	1
2	D	6	40	3	0	284	-1	-1	1	1
2	D	3	7	2	0	342	-1	-1	1	1
3	O	3	3	2	0	-1	114	-1	1	1
4	O	3	38	1	0	-1	-1	1175	1	1
2	D	1	33	3	0	99	-1	-1	1	1
2	D	10	18	4	0	76	-1	-1	1	1
4	O	5	33	4	0	-1	-1	1534	1	1
3	O	10	21	3	0	-1	390	-1	1	1
4	O	10	8	4	0	-1	-1	53	1	1
3	O	4	25	1	0	-1	944	-1	1	1
3	O	8	25	3	0	-1	925	-1	1	1
1	D	6	35	1	0	183	-1	-1	1	1
1	D	9	14	3	0	110	-1	-1	1	1
4	O	2	8	2	0	-1	-1	97	1	1
4	O	4	9	4	0	-1	-1	974	1	1
2	D	7	10	1	0	369	-1	-1	1	1
4	O	9	35	1	2	-1	-1	1402	1	1
2	D	8	36	1	0	69	-1	-1	1	1
3	O	9	3	3	0	-1	1656	-1	1	1
2	D	7	25	2	0	235	-1	-1	1	1
2	D	4	37	3	0	71	-1	-1	1	1
2	D	6	10	4	0	219	-1	-1	1	1
2	D	7	26	1	0	19	-1	-1	1	1
4	O	1	42	2	0	-1	-1	332	1	1
3	O	9	33	4	0	-1	739	-1	1	1
3	O	10	20	1	0	-1	1573	-1	1	1
1	D	10	2	2	0	321	-1	-1	1	1
4	O	4	5	1	0	-1	-1	1444	1	1
4	O	2	25	2	0	-1	-1	440	1	1
3	O	8	6	1	1	-1	1640	-1	1	1
1	D	1	23	2	0	35	-1	-1	1	1
2	D	2	38	2	0	176	-1	-1	1	1
1	D	4	32	1	0	411	-1	-1	1	1
4	O	2	6	1	0	-1	-1	1091	1	1
2	D	5	41	2	0	24	-1	-1	1	1
2	D	8	14	4	0	148	-1	-1	1	1
4	O	6	37	1	0	-1	-1	1106	1	1
1	D	9	19	3	0	79	-1	-1	1	1
3	O	5	23	2	1	-1	855	-1	1	1
4	O	3	25	2	0	-1	-1	374	1	1
3	O	4	14	2	1	-1	882	-1	1	1
3	O	5	32	1	0	-1	115	-1	1	1
2	D	3	11	1	0	356	-1	-1	1	1
2	D	9	20	2	0	80	-1	-1	1	1
2	D	7	27	1	0	287	-1	-1	1	1
1	D	8	4	1	0	349	-1	-1	1	1
1	D	6	6	3	0	1	-1	-1	1	1
1	D	3	34	2	0	357	-1	-1	1	1
1	D	5	26	4	0	345	-1	-1	1	1
3	O	2	19	1	0	-1	605	-1	1	1
1	D	1	17	2	0	160	-1	-1	1	1
4	O	10	36	3	0	-1	-1	1658	1	1
3	O	1	38	3	0	-1	1442	-1	1	1
4	O	9	5	1	0	-1	-1	1241	1	1
4	O	7	3	4	0	-1	-1	1576	1	1
3	O	1	35	4	0	-1	1456	-1	1	1
3	O	1	41	1	0	-1	736	-1	1	1
