YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
6	17	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	10	40	4	0	126	-1	-1	1	1
2	D	7	12	4	0	28	-1	-1	1	1
4	O	8	15	4	0	-1	-1	155	1	1
2	D	10	35	3	0	121	-1	-1	1	1
2	D	8	21	3	0	141	-1	-1	1	1
3	O	6	4	2	0	-1	381	-1	1	1
1	D	1	27	2	0	94	-1	-1	1	1
3	O	4	4	1	0	-1	554	-1	1	1
4	O	2	3	4	0	-1	-1	184	1	1
4	O	8	22	3	0	-1	-1	145	1	1
3	O	2	18	4	0	-1	165	-1	1	1
3	O	3	19	3	0	-1	506	-1	1	1
2	D	10	37	1	0	42	-1	-1	1	1
3	O	2	24	4	0	-1	428	-1	1	1
3	O	6	11	3	0	-1	101	-1	1	1
3	O	10	13	3	0	-1	233	-1	1	1
2	D	5	25	3	0	122	-1	-1	1	1
4	O	1	10	1	0	-1	-1	100	1	1
4	O	4	18	2	1	-1	-1	114	1	1
2	D	2	26	1	0	1	-1	-1	1	1
4	O	5	39	4	0	-1	-1	184	1	1
4	O	8	37	1	1	-1	-1	273	1	1
3	O	7	15	2	1	-1	294	-1	1	1
2	D	5	15	4	0	29	-1	-1	1	1
4	O	1	15	2	0	-1	-1	574	1	1
4	O	3	3	4	0	-1	-1	464	1	1
3	O	2	30	2	0	-1	631	-1	1	1
1	D	1	29	2	0	11	-1	-1	1	1
4	O	10	9	1	0	-1	-1	121	1	1
4	O	4	1	3	0	-1	-1	211	1	1
2	D	1	18	1	0	111	-1	-1	1	1
2	D	3	29	4	0	40	-1	-1	1	1
4	O	1	5	4	0	-1	-1	0	1	1
2	D	5	18	3	0	89	-1	-1	1	1
4	O	4	27	2	1	-1	-1	487	1	1
1	D	10	24	3	0	69	-1	-1	1	1
4	O	8	17	2	0	-1	-1	453	1	1
1	D	3	31	2	0	36	-1	-1	1	1
3	O	2	4	2	1	-1	346	-1	1	1
3	O	7	3	2	0	-1	591	-1	1	1
