YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
5	39	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	3	38	1	0	-1	12	-1	3	3
1	D	10	3	1	0	201	-1	-1	3	3
4	O	1	2	3	0	-1	-1	431	1	1
1	D	10	6	4	0	483	-1	-1	3	3
4	O	9	1	2	0	-1	-1	441	1	1
4	O	10	28	4	0	-1	-1	128	1	1
4	O	4	14	1	0	-1	-1	302	1	1
1	D	3	6	4	0	467	-1	-1	3	3
3	O	5	41	4	0	-1	498	-1	3	3
3	O	6	18	4	0	-1	462	-1	3	3
3	O	8	30	3	0	-1	413	-1	3	3
3	O	2	19	4	0	-1	410	-1	3	3
1	D	9	34	4	0	252	-1	-1	3	3
4	O	8	8	3	0	-1	-1	615	1	1
1	D	9	4	1	0	511	-1	-1	3	3
4	O	4	22	1	0	-1	-1	469	1	1
1	D	1	5	1	0	219	-1	-1	3	3
1	D	9	12	3	0	615	-1	-1	3	3
4	O	3	39	2	0	-1	-1	450	1	1
3	O	10	25	1	0	-1	551	-1	3	3
4	O	2	6	4	0	-1	-1	107	1	1
1	D	8	36	3	0	105	-1	-1	3	3
1	D	9	27	4	0	267	-1	-1	3	3
4	O	3	4	3	0	-1	-1	552	1	1
4	O	3	20	4	0	-1	-1	162	1	1
3	O	5	22	4	0	-1	230	-1	3	3
2	D	3	24	2	0	364	-1	-1	1	1
1	D	6	33	3	0	257	-1	-1	3	3
1	D	6	13	2	0	656	-1	-1	3	3
1	D	6	29	1	0	112	-1	-1	3	3
3	O	8	7	2	0	-1	250	-1	3	3
4	O	1	25	4	0	-1	-1	15	1	1
1	D	4	36	2	0	247	-1	-1	3	3
4	O	8	31	4	0	-1	-1	540	1	1
3	O	6	39	4	0	-1	399	-1	3	3
2	D	4	2	4	0	185	-1	-1	1	1
2	D	2	1	2	0	17	-1	-1	1	1
4	O	6	31	2	1	-1	-1	458	1	1
3	O	1	24	1	0	-1	536	-1	3	3
4	O	9	16	1	0	-1	-1	299	1	1
