YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
8	9	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
2	D	4	13	3	0	1619	-1	-1	1	1
3	O	2	7	2	0	-1	1741	-1	3	3
1	D	2	15	2	0	2521	-1	-1	3	3
3	O	9	31	3	0	-1	2878	-1	3	3
4	O	5	1	4	0	-1	-1	621	1	1
3	O	6	5	4	0	-1	656	-1	3	3
3	O	3	29	4	0	-1	606	-1	3	3
2	D	4	36	2	0	3354	-1	-1	1	1
2	D	4	26	1	0	705	-1	-1	1	1
4	O	1	32	4	0	-1	-1	98	1	1
1	D	5	41	1	0	1396	-1	-1	3	3
4	O	9	38	2	0	-1	-1	3005	1	1
3	O	3	10	4	0	-1	678	-1	3	3
2	D	10	23	2	0	3229	-1	-1	1	1
3	O	6	27	1	0	-1	2163	-1	3	3
4	O	1	16	1	0	-1	-1	2097	1	1
1	D	10	40	2	0	535	-1	-1	3	3
1	D	6	21	1	0	575	-1	-1	3	3
3	O	8	17	2	0	-1	1722	-1	3	3
4	O	1	35	2	0	-1	-1	1307	1	1
4	O	4	2	2	0	-1	-1	2037	1	1
3	O	7	22	4	0	-1	707	-1	3	3
1	D	6	8	4	0	918	-1	-1	3	3
4	O	6	17	1	0	-1	-1	1763	1	1
1	D	7	9	3	0	1615	-1	-1	3	3
1	D	7	42	4	0	205	-1	-1	3	3
4	O	7	33	1	1	-1	-1	578	1	1
2	D	8	36	3	0	3222	-1	-1	1	1
3	O	1	12	4	0	-1	2153	-1	3	3
3	O	4	15	3	0	-1	3228	-1	3	3
1	D	10	41	1	0	2829	-1	-1	3	3
1	D	7	16	2	0	369	-1	-1	3	3
1	D	9	7	2	0	2326	-1	-1	3	3
3	O	5	13	4	0	-1	2372	-1	3	3
1	D	2	1	3	0	2239	-1	-1	3	3
2	D	4	42	4	0	1919	-1	-1	1	1
3	O	5	35	3	0	-1	2494	-1	3	3
3	O	3	26	4	0	-1	2064	-1	3	3
1	D	7	5	3	0	2081	-1	-1	3	3
2	D	7	15	1	0	554	-1	-1	1	1
3	O	7	29	3	0	-1	2562	-1	3	3
1	D	6	30	4	0	1899	-1	-1	3	3
2	D	1	29	4	0	708	-1	-1	1	1
1	D	4	28	4	0	1082	-1	-1	3	3
4	O	10	27	3	0	-1	-1	2341	1	1
1	D	1	11	2	0	1744	-1	-1	3	3
1	D	7	2	2	0	3301	-1	-1	3	3
2	D	7	6	3	0	1745	-1	-1	1	1
3	O	2	18	3	0	-1	1881	-1	3	3
4	O	10	10	3	0	-1	-1	443	1	1
1	D	7	41	3	0	1165	-1	-1	3	3
4	O	8	12	2	0	-1	-1	3324	1	1
3	O	10	34	3	0	-1	2112	-1	3	3
2	D	1	14	2	0	3013	-1	-1	1	1
3	O	6	22	1	0	-1	2912	-1	3	3
2	D	6	15	1	0	2345	-1	-1	1	1
3	O	9	35	1	0	-1	2817	-1	3	3
1	D	6	13	4	0	1040	-1	-1	3	3
1	D	6	24	1	0	596	-1	-1	3	3
3	O	7	21	3	0	-1	1903	-1	3	3
2	D	5	3	2	0	1867	-1	-1	1	1
1	D	3	6	3	0	2648	-1	-1	3	3
3	O	7	27	2	1	-1	1798	-1	3	3
1	D	7	3	2	0	47	-1	-1	3	3
4	O	4	21	4	0	-1	-1	1893	1	1
4	O	7	10	1	2	-1	-1	225	1	1
4	O	4	8	4	0	-1	-1	542	1	1
4	O	1	6	4	0	-1	-1	3297	1	1
2	D	9	36	2	0	1427	-1	-1	1	1
4	O	3	4	2	0	-1	-1	2162	1	1
2	D	6	2	3	0	1197	-1	-1	1	1
4	O	10	14	4	0	-1	-1	130	1	1
1	D	4	20	1	0	1309	-1	-1	3	3
4	O	6	34	3	0	-1	-1	574	1	1
1	D	6	10	1	0	1697	-1	-1	3	3
3	O	3	5	3	0	-1	3153	-1	3	3
1	D	5	23	2	0	2076	-1	-1	3	3
1	D	6	25	3	0	158	-1	-1	3	3
4	O	2	17	3	0	-1	-1	268	1	1
2	D	1	15	4	0	2873	-1	-1	1	1
3	O	10	1	2	0	-1	2975	-1	3	3
4	O	2	14	2	0	-1	-1	1299	1	1
2	D	4	22	2	0	2257	-1	-1	1	1
1	D	8	39	2	0	3330	-1	-1	3	3
3	O	10	18	3	0	-1	49	-1	3	3
3	O	5	4	1	0	-1	874	-1	3	3
3	O	1	39	3	0	-1	1064	-1	3	3
4	O	3	22	2	0	-1	-1	2099	1	1
3	O	3	1	3	0	-1	3125	-1	3	3
2	D	3	31	3	0	624	-1	-1	1	1
3	O	8	27	1	0	-1	2969	-1	3	3
3	O	3	13	1	1	-1	72	-1	3	3
1	D	5	22	2	0	2082	-1	-1	3	3
1	D	5	34	2	0	332	-1	-1	3	3
2	D	7	25	4	0	1909	-1	-1	1	1
1	D	8	18	4	0	2559	-1	-1	3	3
4	O	10	37	1	0	-1	-1	1786	1	1
1	D	7	40	2	0	2394	-1	-1	3	3
3	O	6	18	4	0	-1	2774	-1	3	3
4	O	8	22	1	1	-1	-1	1670	1	1
1	D	5	8	1	0	1118	-1	-1	3	3
3	O	10	35	4	0	-1	1113	-1	3	3
4	O	5	16	2	1	-1	-1	1792	1	1
3	O	2	22	2	0	-1	2931	-1	3	3
3	O	10	11	3	0	-1	920	-1	3	3
2	D	3	15	2	0	2413	-1	-1	1	1
4	O	4	16	4	0	-1	-1	1082	1	1
1	D	4	34	1	0	281	-1	-1	3	3
