YardCraneScheduling
number of cranes
1
number of containers
150
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
10	14	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	8	27	4	0	-1	1966	-1	3	3
1	D	5	6	3	0	1244	-1	-1	3	3
1	D	9	30	3	0	420	-1	-1	3	3
4	O	5	8	4	0	-1	-1	195	1	1
2	D	7	24	3	0	671	-1	-1	1	1
4	O	10	36	4	0	-1	-1	484	1	1
1	D	8	31	1	0	929	-1	-1	3	3
3	O	6	40	1	0	-1	1791	-1	3	3
3	O	3	29	4	0	-1	15	-1	3	3
1	D	5	18	2	0	2360	-1	-1	3	3
3	O	5	9	3	0	-1	1302	-1	3	3
3	O	9	17	3	0	-1	136	-1	3	3
1	D	2	36	4	0	859	-1	-1	3	3
4	O	2	10	3	0	-1	-1	2321	1	1
2	D	7	38	3	0	1611	-1	-1	1	1
4	O	7	4	2	0	-1	-1	609	1	1
1	D	3	15	1	0	2095	-1	-1	3	3
4	O	10	15	4	0	-1	-1	1093	1	1
4	O	9	10	2	1	-1	-1	1082	1	1
4	O	5	27	4	0	-1	-1	1554	1	1
2	D	2	2	3	0	1561	-1	-1	1	1
1	D	6	18	3	0	547	-1	-1	3	3
4	O	9	12	3	0	-1	-1	2250	1	1
4	O	8	18	2	0	-1	-1	979	1	1
2	D	8	5	4	0	437	-1	-1	1	1
3	O	4	5	4	0	-1	641	-1	3	3
2	D	6	14	3	0	57	-1	-1	1	1
2	D	4	21	3	0	2435	-1	-1	1	1
4	O	4	33	3	0	-1	-1	415	1	1
4	O	3	17	3	0	-1	-1	930	1	1
2	D	6	25	1	0	702	-1	-1	1	1
3	O	4	38	2	1	-1	2499	-1	3	3
1	D	9	9	3	0	668	-1	-1	3	3
1	D	7	12	3	0	1450	-1	-1	3	3
4	O	8	25	2	0	-1	-1	649	1	1
1	D	1	20	2	0	277	-1	-1	3	3
2	D	10	26	3	0	1245	-1	-1	1	1
3	O	5	39	4	0	-1	245	-1	3	3
4	O	6	38	2	0	-1	-1	7	1	1
4	O	4	3	4	0	-1	-1	391	1	1
3	O	5	37	1	0	-1	1141	-1	3	3
2	D	5	42	4	0	2359	-1	-1	1	1
1	D	9	7	4	0	1229	-1	-1	3	3
1	D	5	4	1	0	1349	-1	-1	3	3
2	D	8	13	1	0	1622	-1	-1	1	1
4	O	9	15	2	1	-1	-1	70	1	1
3	O	6	20	3	0	-1	1972	-1	3	3
1	D	2	21	3	0	858	-1	-1	3	3
1	D	6	27	1	0	1953	-1	-1	3	3
4	O	4	16	1	0	-1	-1	1195	1	1
2	D	9	31	3	0	538	-1	-1	1	1
1	D	6	35	3	0	973	-1	-1	3	3
3	O	1	30	4	0	-1	1481	-1	3	3
1	D	5	26	3	0	114	-1	-1	3	3
1	D	3	19	3	0	2272	-1	-1	3	3
1	D	9	36	1	0	1284	-1	-1	3	3
4	O	4	17	4	0	-1	-1	1737	1	1
1	D	10	20	1	0	934	-1	-1	3	3
3	O	10	22	4	0	-1	1951	-1	3	3
3	O	2	27	4	0	-1	67	-1	3	3
2	D	7	31	2	0	2137	-1	-1	1	1
4	O	3	25	1	2	-1	-1	1196	1	1
4	O	2	38	1	0	-1	-1	2505	1	1
4	O	2	34	1	0	-1	-1	887	1	1
3	O	9	39	4	0	-1	2420	-1	3	3
1	D	7	13	2	0	238	-1	-1	3	3
2	D	8	33	3	0	313	-1	-1	1	1
3	O	5	28	4	0	-1	1170	-1	3	3
4	O	6	22	2	0	-1	-1	1178	1	1
3	O	9	13	1	0	-1	565	-1	3	3
3	O	5	33	2	0	-1	1311	-1	3	3
