YardCraneScheduling
number of cranes
1
number of containers
100
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
2	3	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	9	32	2	1	-1	573	-1	3	3
1	D	2	28	4	0	306	-1	-1	3	3
1	D	10	18	1	0	1204	-1	-1	3	3
4	O	4	37	2	0	-1	-1	504	1	1
1	D	3	33	3	0	973	-1	-1	3	3
4	O	8	28	4	0	-1	-1	1292	1	1
3	O	7	8	3	0	-1	81	-1	3	3
4	O	1	12	1	1	-1	-1	1172	1	1
4	O	1	4	3	0	-1	-1	238	1	1
2	D	8	1	2	0	1478	-1	-1	1	1
1	D	10	42	2	0	853	-1	-1	3	3
2	D	9	34	4	0	1520	-1	-1	1	1
3	O	3	12	2	1	-1	854	-1	3	3
2	D	3	7	1	0	1249	-1	-1	1	1
1	D	9	40	1	0	1463	-1	-1	3	3
3	O	9	22	2	0	-1	1294	-1	3	3
4	O	1	17	3	0	-1	-1	930	1	1
3	O	10	4	2	1	-1	1550	-1	3	3
2	D	4	3	1	0	1601	-1	-1	1	1
1	D	2	5	1	0	484	-1	-1	3	3
2	D	2	36	2	0	53	-1	-1	1	1
2	D	9	14	2	0	1050	-1	-1	1	1
1	D	8	33	3	0	1658	-1	-1	3	3
3	O	8	15	1	1	-1	328	-1	3	3
4	O	9	39	3	0	-1	-1	197	1	1
1	D	6	39	1	0	1450	-1	-1	3	3
4	O	5	9	4	0	-1	-1	33	1	1
1	D	5	28	3	0	1138	-1	-1	3	3
1	D	9	30	1	0	1193	-1	-1	3	3
1	D	1	1	2	0	261	-1	-1	3	3
1	D	6	16	1	0	1110	-1	-1	3	3
4	O	10	37	2	1	-1	-1	1646	1	1
4	O	1	23	4	0	-1	-1	661	1	1
3	O	4	6	2	0	-1	759	-1	3	3
2	D	3	5	2	0	937	-1	-1	1	1
1	D	10	21	3	0	415	-1	-1	3	3
3	O	5	36	3	0	-1	527	-1	3	3
1	D	2	16	4	0	1042	-1	-1	3	3
1	D	9	9	2	0	286	-1	-1	3	3
1	D	6	21	3	0	1349	-1	-1	3	3
4	O	1	29	2	0	-1	-1	397	1	1
3	O	3	3	4	0	-1	1301	-1	3	3
1	D	4	22	1	0	171	-1	-1	3	3
3	O	8	38	4	0	-1	125	-1	3	3
1	D	9	36	2	0	83	-1	-1	3	3
4	O	5	34	3	0	-1	-1	70	1	1
2	D	9	42	2	0	772	-1	-1	1	1
4	O	9	8	3	0	-1	-1	1202	1	1
4	O	4	7	1	0	-1	-1	707	1	1
3	O	5	5	1	0	-1	1544	-1	3	3
2	D	9	7	3	0	427	-1	-1	1	1
3	O	8	26	4	0	-1	521	-1	3	3
4	O	3	34	1	1	-1	-1	1586	1	1
4	O	6	12	2	0	-1	-1	917	1	1
3	O	10	14	3	0	-1	590	-1	3	3
1	D	2	11	3	0	1122	-1	-1	3	3
2	D	1	7	1	0	780	-1	-1	1	1
2	D	7	29	4	0	1282	-1	-1	1	1
4	O	7	37	4	0	-1	-1	432	1	1
4	O	9	13	2	0	-1	-1	696	1	1
1	D	8	11	4	0	496	-1	-1	3	3
2	D	8	21	1	0	463	-1	-1	1	1
4	O	2	17	3	0	-1	-1	1167	1	1
3	O	3	4	3	0	-1	1321	-1	3	3
2	D	1	26	1	0	981	-1	-1	1	1
4	O	5	15	3	0	-1	-1	690	1	1
4	O	2	2	4	0	-1	-1	115	1	1
4	O	4	18	3	0	-1	-1	898	1	1
2	D	1	15	1	0	139	-1	-1	1	1
2	D	10	1	2	0	560	-1	-1	1	1
2	D	7	16	4	0	291	-1	-1	1	1
1	D	8	4	2	0	1467	-1	-1	3	3
3	O	7	26	2	0	-1	904	-1	3	3
3	O	4	39	4	0	-1	354	-1	3	3
3	O	4	34	1	0	-1	237	-1	3	3
2	D	10	30	2	0	1662	-1	-1	1	1
1	D	5	14	2	0	93	-1	-1	3	3
3	O	6	23	3	0	-1	649	-1	3	3
2	D	5	35	2	0	1329	-1	-1	1	1
2	D	1	40	4	0	743	-1	-1	1	1
2	D	7	27	1	0	1151	-1	-1	1	1
4	O	10	35	2	0	-1	-1	368	1	1
1	D	5	32	2	0	55	-1	-1	3	3
4	O	9	17	4	0	-1	-1	1491	1	1
4	O	2	6	1	2	-1	-1	522	1	1
4	O	6	13	4	0	-1	-1	183	1	1
3	O	1	28	1	2	-1	1668	-1	3	3
4	O	7	2	3	0	-1	-1	73	1	1
3	O	9	16	4	0	-1	828	-1	3	3
4	O	4	23	4	0	-1	-1	779	1	1
4	O	7	31	1	0	-1	-1	1317	1	1
3	O	8	3	4	0	-1	229	-1	3	3
4	O	3	35	2	0	-1	-1	700	1	1
3	O	2	19	2	0	-1	1328	-1	3	3
3	O	5	2	2	1	-1	438	-1	3	3
1	D	7	3	4	0	46	-1	-1	3	3
1	D	3	26	2	0	729	-1	-1	3	3
3	O	10	28	2	0	-1	1063	-1	3	3
2	D	4	36	4	0	1536	-1	-1	1	1
3	O	7	18	4	0	-1	867	-1	3	3
