YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
7	30	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
2	D	5	42	4	0	1658	-1	-1	1	1
2	D	6	35	1	0	932	-1	-1	1	1
3	O	4	40	2	1	-1	654	-1	3	3
3	O	5	3	2	0	-1	2107	-1	3	3
1	D	10	11	2	0	2945	-1	-1	3	3
3	O	3	32	4	0	-1	2817	-1	3	3
3	O	9	34	4	0	-1	3247	-1	3	3
1	D	4	1	1	0	2282	-1	-1	3	3
1	D	9	39	1	0	2844	-1	-1	3	3
1	D	7	23	4	0	2170	-1	-1	3	3
2	D	10	10	4	0	1208	-1	-1	1	1
4	O	10	37	4	0	-1	-1	2170	1	1
2	D	4	26	3	0	1837	-1	-1	1	1
1	D	7	40	1	0	378	-1	-1	3	3
3	O	5	35	3	0	-1	1133	-1	3	3
3	O	1	27	2	0	-1	3142	-1	3	3
3	O	5	7	2	0	-1	1536	-1	3	3
4	O	4	21	4	0	-1	-1	1532	1	1
1	D	7	22	3	0	1864	-1	-1	3	3
4	O	1	11	4	0	-1	-1	547	1	1
1	D	4	7	2	0	2313	-1	-1	3	3
3	O	7	25	2	0	-1	3195	-1	3	3
2	D	2	7	3	0	1837	-1	-1	1	1
2	D	1	15	1	0	1345	-1	-1	1	1
2	D	5	32	1	0	1484	-1	-1	1	1
1	D	6	9	1	0	1614	-1	-1	3	3
2	D	3	9	3	0	686	-1	-1	1	1
1	D	5	38	4	0	1898	-1	-1	3	3
4	O	1	21	4	0	-1	-1	1285	1	1
2	D	2	37	4	0	1846	-1	-1	1	1
2	D	10	16	3	0	2812	-1	-1	1	1
4	O	7	38	2	0	-1	-1	2633	1	1
4	O	3	28	1	2	-1	-1	2040	1	1
2	D	2	36	2	0	2507	-1	-1	1	1
1	D	6	16	4	0	1552	-1	-1	3	3
3	O	6	24	3	0	-1	2891	-1	3	3
1	D	3	31	1	0	3169	-1	-1	3	3
3	O	7	13	1	0	-1	1063	-1	3	3
4	O	7	4	1	0	-1	-1	1034	1	1
2	D	7	32	1	0	2243	-1	-1	1	1
4	O	3	34	4	0	-1	-1	328	1	1
2	D	8	16	2	0	505	-1	-1	1	1
3	O	4	17	2	1	-1	2874	-1	3	3
4	O	5	29	2	0	-1	-1	3272	1	1
2	D	9	26	3	0	857	-1	-1	1	1
4	O	7	17	3	0	-1	-1	1232	1	1
4	O	8	28	3	0	-1	-1	2319	1	1
4	O	9	35	1	0	-1	-1	960	1	1
