YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
5	20	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
4	O	1	25	4	0	-1	-1	187	1	1
4	O	4	12	4	0	-1	-1	328	1	1
1	D	2	6	1	0	176	-1	-1	3	3
1	D	9	3	1	0	711	-1	-1	3	3
1	D	3	8	4	0	401	-1	-1	3	3
4	O	6	10	1	2	-1	-1	313	1	1
3	O	10	21	1	0	-1	16	-1	3	3
2	D	9	27	4	0	684	-1	-1	1	1
2	D	9	26	4	0	637	-1	-1	1	1
1	D	10	18	2	0	743	-1	-1	3	3
1	D	3	39	1	0	666	-1	-1	3	3
3	O	7	38	2	1	-1	78	-1	3	3
1	D	6	38	3	0	617	-1	-1	3	3
2	D	9	40	2	0	361	-1	-1	1	1
2	D	5	34	1	0	526	-1	-1	1	1
1	D	1	42	4	0	705	-1	-1	3	3
3	O	10	37	4	0	-1	490	-1	3	3
2	D	4	21	3	0	149	-1	-1	1	1
4	O	1	21	1	0	-1	-1	306	1	1
1	D	2	30	2	0	525	-1	-1	3	3
3	O	4	38	3	0	-1	414	-1	3	3
2	D	3	13	1	0	202	-1	-1	1	1
1	D	1	27	4	0	221	-1	-1	3	3
2	D	2	36	1	0	4	-1	-1	1	1
1	D	1	29	2	0	408	-1	-1	3	3
2	D	5	13	2	0	532	-1	-1	1	1
2	D	10	10	3	0	481	-1	-1	1	1
4	O	5	24	1	1	-1	-1	194	1	1
2	D	5	17	3	0	452	-1	-1	1	1
4	O	2	42	2	1	-1	-1	651	1	1
1	D	10	14	2	0	102	-1	-1	3	3
1	D	5	2	1	0	21	-1	-1	3	3
1	D	3	40	1	0	437	-1	-1	3	3
4	O	5	10	3	0	-1	-1	115	1	1
2	D	6	28	4	0	363	-1	-1	1	1
3	O	8	30	1	2	-1	549	-1	3	3
3	O	10	9	4	0	-1	788	-1	3	3
2	D	7	25	2	0	153	-1	-1	1	1
1	D	8	38	1	0	490	-1	-1	3	3
3	O	1	38	4	0	-1	437	-1	3	3
2	D	10	35	1	0	637	-1	-1	1	1
4	O	5	29	4	0	-1	-1	268	1	1
4	O	2	22	3	0	-1	-1	732	1	1
2	D	3	23	1	0	95	-1	-1	1	1
4	O	4	28	1	0	-1	-1	204	1	1
4	O	6	16	4	0	-1	-1	380	1	1
2	D	7	41	3	0	575	-1	-1	1	1
3	O	3	21	1	0	-1	303	-1	3	3
3	O	2	28	1	0	-1	657	-1	3	3
3	O	6	31	4	0	-1	720	-1	3	3
