YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
9	1	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	3	12	2	0	709	-1	-1	3	3
2	D	10	18	2	0	724	-1	-1	1	1
4	O	1	24	3	0	-1	-1	350	1	1
4	O	6	3	4	0	-1	-1	387	1	1
1	D	10	32	2	0	260	-1	-1	3	3
2	D	1	32	4	0	685	-1	-1	1	1
1	D	7	13	2	0	386	-1	-1	3	3
3	O	7	25	1	0	-1	249	-1	3	3
4	O	5	9	3	0	-1	-1	91	1	1
3	O	7	16	1	2	-1	21	-1	3	3
2	D	8	18	1	0	238	-1	-1	1	1
4	O	3	13	1	0	-1	-1	321	1	1
3	O	10	42	3	0	-1	661	-1	3	3
2	D	9	32	1	0	37	-1	-1	1	1
3	O	2	20	4	0	-1	800	-1	3	3
4	O	2	6	1	1	-1	-1	183	1	1
4	O	1	10	2	0	-1	-1	37	1	1
1	D	8	14	2	0	24	-1	-1	3	3
4	O	5	12	2	0	-1	-1	86	1	1
4	O	2	32	4	0	-1	-1	631	1	1
1	D	5	21	1	0	787	-1	-1	3	3
4	O	1	11	2	0	-1	-1	168	1	1
1	D	3	32	2	0	575	-1	-1	3	3
3	O	1	29	3	0	-1	689	-1	3	3
4	O	9	5	4	0	-1	-1	529	1	1
4	O	9	40	2	0	-1	-1	10	1	1
2	D	1	22	3	0	84	-1	-1	1	1
3	O	9	36	1	1	-1	775	-1	3	3
4	O	9	22	2	0	-1	-1	420	1	1
3	O	3	15	2	0	-1	338	-1	3	3
3	O	8	39	4	0	-1	297	-1	3	3
3	O	8	32	3	0	-1	148	-1	3	3
2	D	10	15	2	0	696	-1	-1	1	1
2	D	5	42	2	0	174	-1	-1	1	1
2	D	7	17	1	0	773	-1	-1	1	1
1	D	1	25	3	0	387	-1	-1	3	3
1	D	10	2	1	0	290	-1	-1	3	3
2	D	2	38	4	0	310	-1	-1	1	1
3	O	1	35	1	0	-1	389	-1	3	3
1	D	2	4	2	0	133	-1	-1	3	3
3	O	3	2	3	0	-1	31	-1	3	3
2	D	1	13	4	0	512	-1	-1	1	1
4	O	8	21	3	0	-1	-1	591	1	1
1	D	6	42	3	0	731	-1	-1	3	3
3	O	8	19	1	0	-1	216	-1	3	3
3	O	3	37	4	0	-1	285	-1	3	3
4	O	10	21	4	0	-1	-1	324	1	1
3	O	3	3	3	0	-1	749	-1	3	3
1	D	3	31	1	0	374	-1	-1	3	3
4	O	1	1	3	0	-1	-1	726	1	1
