YardCraneScheduling
number of cranes
1
number of containers
100
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
9	37	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
2	D	3	1	3	0	314	-1	-1	1	1
2	D	10	10	1	0	929	-1	-1	1	1
2	D	9	19	4	0	1674	-1	-1	1	1
1	D	7	36	3	0	897	-1	-1	3	3
3	O	9	28	4	0	-1	1559	-1	3	3
2	D	5	34	3	0	1138	-1	-1	1	1
3	O	8	4	4	0	-1	1352	-1	3	3
3	O	10	2	4	0	-1	882	-1	3	3
2	D	6	37	4	0	1300	-1	-1	1	1
4	O	1	2	2	0	-1	-1	1567	1	1
1	D	6	39	3	0	87	-1	-1	3	3
2	D	6	2	2	0	1650	-1	-1	1	1
3	O	5	28	3	0	-1	727	-1	3	3
4	O	4	34	3	0	-1	-1	629	1	1
2	D	9	30	2	0	1441	-1	-1	1	1
2	D	6	7	3	0	146	-1	-1	1	1
2	D	1	42	1	0	432	-1	-1	1	1
2	D	9	11	1	0	1324	-1	-1	1	1
3	O	4	42	2	1	-1	1180	-1	3	3
2	D	5	18	3	0	646	-1	-1	1	1
1	D	6	3	4	0	1461	-1	-1	3	3
2	D	6	33	4	0	1468	-1	-1	1	1
4	O	9	18	1	0	-1	-1	45	1	1
2	D	4	15	4	0	1142	-1	-1	1	1
1	D	6	10	4	0	1627	-1	-1	3	3
4	O	5	32	3	0	-1	-1	40	1	1
4	O	9	21	4	0	-1	-1	685	1	1
2	D	7	24	3	0	532	-1	-1	1	1
4	O	4	1	2	0	-1	-1	926	1	1
3	O	9	16	1	1	-1	485	-1	3	3
1	D	10	21	2	0	578	-1	-1	3	3
1	D	2	3	2	0	865	-1	-1	3	3
4	O	7	25	2	0	-1	-1	618	1	1
1	D	8	5	3	0	372	-1	-1	3	3
4	O	2	21	2	0	-1	-1	835	1	1
3	O	4	38	3	0	-1	957	-1	3	3
2	D	7	32	4	0	1513	-1	-1	1	1
1	D	1	27	1	0	354	-1	-1	3	3
2	D	10	15	1	0	779	-1	-1	1	1
4	O	5	6	2	0	-1	-1	1235	1	1
2	D	5	16	4	0	493	-1	-1	1	1
3	O	9	39	3	0	-1	257	-1	3	3
4	O	7	23	3	0	-1	-1	402	1	1
2	D	2	16	2	0	1498	-1	-1	1	1
2	D	8	23	4	0	212	-1	-1	1	1
4	O	7	3	4	0	-1	-1	413	1	1
1	D	5	1	3	0	239	-1	-1	3	3
4	O	2	4	4	0	-1	-1	1656	1	1
2	D	8	41	3	0	1137	-1	-1	1	1
3	O	3	32	3	0	-1	42	-1	3	3
4	O	6	42	4	0	-1	-1	1170	1	1
3	O	7	6	4	0	-1	358	-1	3	3
3	O	9	9	1	0	-1	1149	-1	3	3
4	O	6	28	1	0	-1	-1	1599	1	1
2	D	4	8	4	0	406	-1	-1	1	1
1	D	5	8	4	0	741	-1	-1	3	3
4	O	6	11	4	0	-1	-1	1212	1	1
2	D	6	14	2	0	133	-1	-1	1	1
3	O	9	5	1	0	-1	147	-1	3	3
3	O	4	6	1	0	-1	528	-1	3	3
4	O	9	17	3	0	-1	-1	665	1	1
2	D	1	18	1	0	1160	-1	-1	1	1
2	D	7	37	1	0	1084	-1	-1	1	1
3	O	9	2	4	0	-1	998	-1	3	3
4	O	4	3	1	0	-1	-1	37	1	1
2	D	2	5	3	0	1009	-1	-1	1	1
4	O	8	39	2	1	-1	-1	392	1	1
4	O	3	36	2	1	-1	-1	1049	1	1
4	O	2	8	3	0	-1	-1	1528	1	1
3	O	8	24	3	0	-1	1519	-1	3	3
2	D	8	3	2	0	89	-1	-1	1	1
4	O	7	35	2	0	-1	-1	1271	1	1
2	D	4	36	2	0	360	-1	-1	1	1
1	D	3	33	3	0	549	-1	-1	3	3
2	D	1	41	1	0	1460	-1	-1	1	1
4	O	4	37	2	0	-1	-1	974	1	1
4	O	3	14	1	1	-1	-1	1443	1	1
3	O	9	34	1	0	-1	1034	-1	3	3
3	O	7	27	3	0	-1	431	-1	3	3
3	O	6	31	3	0	-1	1317	-1	3	3
2	D	2	24	3	0	680	-1	-1	1	1
2	D	1	22	4	0	449	-1	-1	1	1
4	O	1	21	3	0	-1	-1	1361	1	1
1	D	7	39	1	0	170	-1	-1	3	3
2	D	8	20	1	0	519	-1	-1	1	1
2	D	7	31	2	0	1428	-1	-1	1	1
2	D	10	12	2	0	657	-1	-1	1	1
4	O	5	23	1	2	-1	-1	186	1	1
3	O	9	35	4	0	-1	977	-1	3	3
1	D	8	37	1	0	871	-1	-1	3	3
1	D	6	34	1	0	1310	-1	-1	3	3
1	D	5	11	4	0	1268	-1	-1	3	3
1	D	5	31	3	0	1323	-1	-1	3	3
3	O	10	38	2	0	-1	36	-1	3	3
1	D	2	38	4	0	966	-1	-1	3	3
2	D	7	17	2	0	960	-1	-1	1	1
2	D	2	41	2	0	578	-1	-1	1	1
2	D	5	39	4	0	209	-1	-1	1	1
4	O	8	9	2	0	-1	-1	51	1	1
1	D	2	19	2	0	111	-1	-1	3	3
