YardCraneScheduling
number of cranes
1
number of containers
150
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
6	28	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	6	28	1	0	317	-1	-1	3	3
2	D	10	29	1	0	2445	-1	-1	1	1
1	D	7	25	4	0	1536	-1	-1	3	3
1	D	5	25	2	0	1242	-1	-1	3	3
1	D	5	23	4	0	348	-1	-1	3	3
4	O	10	9	2	0	-1	-1	1833	1	1
1	D	9	22	4	0	733	-1	-1	3	3
2	D	8	36	1	0	1615	-1	-1	1	1
3	O	2	12	1	1	-1	1653	-1	3	3
4	O	5	12	3	0	-1	-1	1415	1	1
2	D	10	3	3	0	1206	-1	-1	1	1
2	D	7	7	2	0	2205	-1	-1	1	1
1	D	9	9	3	0	75	-1	-1	3	3
3	O	10	6	3	0	-1	2334	-1	3	3
3	O	2	6	4	0	-1	504	-1	3	3
4	O	3	41	1	0	-1	-1	1302	1	1
2	D	8	37	4	0	1830	-1	-1	1	1
2	D	7	1	1	0	2463	-1	-1	1	1
1	D	5	31	1	0	1922	-1	-1	3	3
4	O	3	25	4	0	-1	-1	1528	1	1
2	D	3	5	1	0	380	-1	-1	1	1
4	O	1	7	2	0	-1	-1	2182	1	1
4	O	2	10	2	1	-1	-1	1630	1	1
4	O	8	19	2	0	-1	-1	1220	1	1
3	O	1	17	3	0	-1	2477	-1	3	3
3	O	4	35	1	0	-1	612	-1	3	3
2	D	3	15	2	0	2306	-1	-1	1	1
1	D	7	26	3	0	1434	-1	-1	3	3
2	D	5	5	3	0	2371	-1	-1	1	1
1	D	9	39	2	0	493	-1	-1	3	3
1	D	7	23	3	0	568	-1	-1	3	3
1	D	4	7	3	0	1314	-1	-1	3	3
2	D	7	12	1	0	2468	-1	-1	1	1
1	D	2	20	3	0	571	-1	-1	3	3
2	D	4	3	1	0	1370	-1	-1	1	1
3	O	8	30	3	0	-1	258	-1	3	3
3	O	2	23	2	0	-1	2327	-1	3	3
2	D	7	17	1	0	800	-1	-1	1	1
3	O	8	8	2	0	-1	306	-1	3	3
4	O	3	24	3	0	-1	-1	143	1	1
1	D	2	15	4	0	319	-1	-1	3	3
1	D	9	32	1	0	1651	-1	-1	3	3
1	D	2	41	3	0	556	-1	-1	3	3
4	O	4	40	2	1	-1	-1	1482	1	1
2	D	6	25	1	0	198	-1	-1	1	1
2	D	5	21	2	0	1887	-1	-1	1	1
4	O	2	33	3	0	-1	-1	1005	1	1
4	O	4	38	3	0	-1	-1	867	1	1
1	D	6	23	2	0	1476	-1	-1	3	3
4	O	7	35	3	0	-1	-1	2325	1	1
1	D	9	29	4	0	54	-1	-1	3	3
2	D	8	2	1	0	970	-1	-1	1	1
4	O	5	33	3	0	-1	-1	2476	1	1
3	O	5	34	2	0	-1	1261	-1	3	3
2	D	5	40	3	0	421	-1	-1	1	1
1	D	3	3	3	0	2239	-1	-1	3	3
4	O	4	6	2	1	-1	-1	1057	1	1
4	O	10	33	3	0	-1	-1	935	1	1
2	D	6	16	2	0	745	-1	-1	1	1
1	D	2	40	3	0	1575	-1	-1	3	3
4	O	6	38	2	1	-1	-1	1355	1	1
3	O	2	18	3	0	-1	606	-1	3	3
1	D	1	27	2	0	1162	-1	-1	3	3
3	O	6	34	4	0	-1	216	-1	3	3
2	D	6	2	4	0	1782	-1	-1	1	1
3	O	4	10	2	0	-1	2418	-1	3	3
3	O	7	31	2	0	-1	1844	-1	3	3
4	O	1	14	3	0	-1	-1	319	1	1
4	O	10	21	2	0	-1	-1	2501	1	1
1	D	5	3	2	0	470	-1	-1	3	3
4	O	5	11	1	0	-1	-1	1450	1	1
2	D	9	10	2	0	1298	-1	-1	1	1
2	D	4	39	2	0	2413	-1	-1	1	1
2	D	10	37	3	0	332	-1	-1	1	1
3	O	10	24	1	0	-1	998	-1	3	3
3	O	3	9	2	0	-1	97	-1	3	3
3	O	7	38	3	0	-1	950	-1	3	3
3	O	1	18	3	0	-1	989	-1	3	3
4	O	9	12	1	2	-1	-1	1107	1	1
4	O	10	2	2	0	-1	-1	2312	1	1
3	O	5	20	2	0	-1	765	-1	3	3
2	D	10	25	4	0	30	-1	-1	1	1
2	D	2	30	4	0	1303	-1	-1	1	1
2	D	9	42	1	0	208	-1	-1	1	1
2	D	10	11	3	0	1011	-1	-1	1	1
3	O	8	35	1	2	-1	1664	-1	3	3
1	D	4	17	1	0	780	-1	-1	3	3
1	D	4	34	1	0	2046	-1	-1	3	3
4	O	1	3	1	2	-1	-1	1311	1	1
3	O	6	15	3	0	-1	747	-1	3	3
2	D	9	17	4	0	1311	-1	-1	1	1
3	O	9	24	4	0	-1	2234	-1	3	3
3	O	4	30	4	0	-1	1589	-1	3	3
