YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
8	5	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	5	5	3	0	-1	2403	-1	3	3
4	O	5	27	4	0	-1	-1	2687	1	1
4	O	10	22	4	0	-1	-1	2935	1	1
2	D	4	14	1	0	807	-1	-1	1	1
4	O	6	6	1	1	-1	-1	2231	1	1
3	O	3	39	4	0	-1	2955	-1	3	3
4	O	2	42	1	2	-1	-1	1066	1	1
4	O	9	1	3	0	-1	-1	522	1	1
4	O	2	22	2	1	-1	-1	2503	1	1
4	O	9	19	4	0	-1	-1	1753	1	1
1	D	2	5	1	0	541	-1	-1	3	3
4	O	7	18	3	0	-1	-1	2305	1	1
4	O	2	23	2	0	-1	-1	2370	1	1
2	D	1	7	4	0	201	-1	-1	1	1
3	O	5	7	4	0	-1	806	-1	3	3
4	O	3	10	4	0	-1	-1	2533	1	1
3	O	9	5	1	0	-1	878	-1	3	3
3	O	10	42	3	0	-1	988	-1	3	3
1	D	4	24	4	0	704	-1	-1	3	3
1	D	10	11	3	0	241	-1	-1	3	3
3	O	10	25	2	0	-1	2926	-1	3	3
4	O	6	5	2	1	-1	-1	1095	1	1
3	O	4	29	3	0	-1	882	-1	3	3
1	D	8	34	4	0	89	-1	-1	3	3
2	D	2	6	2	0	503	-1	-1	1	1
2	D	8	2	2	0	786	-1	-1	1	1
4	O	3	15	2	0	-1	-1	379	1	1
2	D	7	36	3	0	675	-1	-1	1	1
1	D	1	19	3	0	763	-1	-1	3	3
4	O	5	24	3	0	-1	-1	1989	1	1
3	O	7	8	4	0	-1	637	-1	3	3
2	D	8	26	1	0	395	-1	-1	1	1
3	O	3	8	4	0	-1	1354	-1	3	3
2	D	1	32	4	0	521	-1	-1	1	1
4	O	4	27	4	0	-1	-1	1761	1	1
2	D	2	10	2	0	139	-1	-1	1	1
4	O	9	30	1	0	-1	-1	2114	1	1
1	D	6	33	2	0	362	-1	-1	3	3
2	D	8	5	3	0	173	-1	-1	1	1
3	O	4	35	1	0	-1	2813	-1	3	3
2	D	10	34	4	0	39	-1	-1	1	1
2	D	4	9	1	0	641	-1	-1	1	1
1	D	9	4	1	0	213	-1	-1	3	3
1	D	1	20	1	0	293	-1	-1	3	3
4	O	7	11	4	0	-1	-1	1793	1	1
3	O	2	41	2	0	-1	2106	-1	3	3
1	D	6	35	1	0	475	-1	-1	3	3
3	O	4	11	4	0	-1	272	-1	3	3
2	D	1	39	1	0	695	-1	-1	1	1
4	O	5	36	2	0	-1	-1	561	1	1
2	D	3	19	1	0	223	-1	-1	1	1
2	D	8	24	1	0	400	-1	-1	1	1
4	O	3	27	2	0	-1	-1	2523	1	1
1	D	1	26	4	0	105	-1	-1	3	3
4	O	8	33	3	0	-1	-1	1865	1	1
3	O	8	8	2	1	-1	1894	-1	3	3
3	O	10	18	1	1	-1	626	-1	3	3
3	O	5	3	2	0	-1	3049	-1	3	3
3	O	8	4	2	0	-1	1736	-1	3	3
1	D	2	3	2	0	298	-1	-1	3	3
4	O	1	14	2	0	-1	-1	2802	1	1
4	O	8	1	3	0	-1	-1	1369	1	1
4	O	5	17	2	1	-1	-1	97	1	1
4	O	1	29	1	0	-1	-1	10	1	1
4	O	5	39	4	0	-1	-1	1807	1	1
2	D	10	17	1	0	390	-1	-1	1	1
2	D	9	2	3	0	70	-1	-1	1	1
3	O	1	5	2	0	-1	1390	-1	3	3
1	D	4	18	3	0	34	-1	-1	3	3
2	D	2	12	1	0	722	-1	-1	1	1
3	O	1	17	4	0	-1	2128	-1	3	3
3	O	7	27	2	1	-1	815	-1	3	3
4	O	6	16	1	2	-1	-1	522	1	1
2	D	8	12	1	0	202	-1	-1	1	1
1	D	8	20	1	0	626	-1	-1	3	3
3	O	8	6	1	1	-1	1024	-1	3	3
2	D	5	33	1	0	226	-1	-1	1	1
1	D	4	6	2	0	609	-1	-1	3	3
4	O	2	26	4	0	-1	-1	1530	1	1
1	D	2	2	2	0	85	-1	-1	3	3
1	D	7	41	1	0	524	-1	-1	3	3
4	O	3	38	2	0	-1	-1	2620	1	1
3	O	9	22	1	1	-1	2924	-1	3	3
1	D	6	39	2	0	144	-1	-1	3	3
1	D	5	9	2	0	27	-1	-1	3	3
