YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
7	36	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
4	O	4	15	2	0	-1	-1	488	1	1
1	D	2	39	3	0	123	-1	-1	3	3
4	O	3	34	4	0	-1	-1	425	1	1
4	O	9	5	1	0	-1	-1	301	1	1
4	O	9	40	3	0	-1	-1	211	1	1
2	D	2	30	1	0	119	-1	-1	1	1
4	O	9	17	2	1	-1	-1	161	1	1
4	O	6	13	1	0	-1	-1	536	1	1
3	O	3	7	3	0	-1	552	-1	3	3
2	D	5	6	1	0	144	-1	-1	1	1
4	O	2	4	4	0	-1	-1	308	1	1
2	D	8	28	1	0	137	-1	-1	1	1
4	O	1	21	2	0	-1	-1	131	1	1
2	D	4	19	4	0	133	-1	-1	1	1
3	O	1	35	1	0	-1	69	-1	3	3
2	D	8	20	3	0	54	-1	-1	1	1
4	O	10	23	3	0	-1	-1	435	1	1
2	D	7	41	2	0	136	-1	-1	1	1
4	O	6	39	3	0	-1	-1	241	1	1
1	D	9	1	3	0	156	-1	-1	3	3
3	O	10	35	2	0	-1	249	-1	3	3
1	D	9	41	1	0	17	-1	-1	3	3
1	D	3	35	1	0	155	-1	-1	3	3
1	D	9	39	2	0	29	-1	-1	3	3
3	O	3	3	2	0	-1	180	-1	3	3
2	D	1	33	3	0	147	-1	-1	1	1
4	O	7	8	1	0	-1	-1	525	1	1
4	O	8	40	4	0	-1	-1	599	1	1
2	D	6	16	3	0	101	-1	-1	1	1
2	D	5	35	3	0	147	-1	-1	1	1
1	D	8	22	2	0	5	-1	-1	3	3
3	O	9	29	3	0	-1	498	-1	3	3
2	D	6	22	4	0	142	-1	-1	1	1
3	O	9	28	3	0	-1	519	-1	3	3
4	O	7	16	1	0	-1	-1	152	1	1
2	D	7	12	4	0	49	-1	-1	1	1
1	D	2	8	2	0	115	-1	-1	3	3
1	D	10	8	1	0	10	-1	-1	3	3
1	D	10	26	2	0	156	-1	-1	3	3
4	O	2	29	1	0	-1	-1	215	1	1
