YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
2	9	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	1	15	1	0	168	-1	-1	3	3
3	O	4	28	1	2	-1	1612	-1	3	3
2	D	7	36	3	0	641	-1	-1	1	1
3	O	8	27	4	0	-1	434	-1	3	3
4	O	5	18	3	0	-1	-1	2941	1	1
2	D	4	16	2	0	194	-1	-1	1	1
4	O	1	36	4	0	-1	-1	72	1	1
1	D	2	16	2	0	35	-1	-1	3	3
3	O	2	19	3	0	-1	405	-1	3	3
4	O	9	34	1	0	-1	-1	3285	1	1
1	D	2	22	4	0	474	-1	-1	3	3
3	O	6	25	3	0	-1	3101	-1	3	3
2	D	3	41	2	0	582	-1	-1	1	1
1	D	3	18	2	0	43	-1	-1	3	3
2	D	5	4	3	0	558	-1	-1	1	1
1	D	6	40	1	0	268	-1	-1	3	3
1	D	3	11	4	0	174	-1	-1	3	3
3	O	6	24	1	1	-1	2381	-1	3	3
1	D	7	41	3	0	517	-1	-1	3	3
1	D	4	12	1	0	295	-1	-1	3	3
1	D	3	20	4	0	590	-1	-1	3	3
4	O	2	8	1	0	-1	-1	234	1	1
4	O	4	24	4	0	-1	-1	2850	1	1
2	D	7	26	4	0	131	-1	-1	1	1
3	O	5	16	1	0	-1	2002	-1	3	3
4	O	4	9	3	0	-1	-1	1529	1	1
2	D	1	27	4	0	448	-1	-1	1	1
2	D	1	22	1	0	261	-1	-1	1	1
3	O	2	33	3	0	-1	2016	-1	3	3
4	O	8	37	4	0	-1	-1	2813	1	1
3	O	1	37	2	0	-1	1018	-1	3	3
4	O	9	13	1	2	-1	-1	2312	1	1
4	O	4	8	4	0	-1	-1	1304	1	1
3	O	3	39	3	0	-1	1703	-1	3	3
4	O	2	26	1	1	-1	-1	2566	1	1
4	O	3	25	2	0	-1	-1	592	1	1
2	D	6	27	3	0	2	-1	-1	1	1
2	D	8	9	1	0	332	-1	-1	1	1
3	O	3	23	2	1	-1	2227	-1	3	3
3	O	1	26	2	1	-1	3219	-1	3	3
2	D	7	5	4	0	256	-1	-1	1	1
3	O	5	36	3	0	-1	1981	-1	3	3
1	D	7	32	1	0	560	-1	-1	3	3
2	D	9	14	3	0	296	-1	-1	1	1
3	O	2	7	1	0	-1	457	-1	3	3
1	D	10	27	2	0	8	-1	-1	3	3
2	D	9	26	2	0	734	-1	-1	1	1
4	O	2	15	3	0	-1	-1	2101	1	1
3	O	1	41	3	0	-1	830	-1	3	3
4	O	2	31	3	0	-1	-1	2628	1	1
3	O	5	19	1	1	-1	911	-1	3	3
4	O	6	37	4	0	-1	-1	1621	1	1
3	O	5	22	2	0	-1	1201	-1	3	3
4	O	2	12	1	0	-1	-1	1953	1	1
1	D	9	16	3	0	178	-1	-1	3	3
4	O	4	26	4	0	-1	-1	510	1	1
1	D	3	35	3	0	85	-1	-1	3	3
1	D	3	10	4	0	351	-1	-1	3	3
3	O	2	29	4	0	-1	3120	-1	3	3
4	O	10	31	3	0	-1	-1	1156	1	1
2	D	5	20	1	0	409	-1	-1	1	1
3	O	8	17	4	0	-1	1453	-1	3	3
2	D	4	29	3	0	764	-1	-1	1	1
2	D	9	15	3	0	627	-1	-1	1	1
3	O	7	8	2	0	-1	3355	-1	3	3
1	D	2	35	2	0	563	-1	-1	3	3
4	O	9	27	1	0	-1	-1	1739	1	1
2	D	7	17	3	0	563	-1	-1	1	1
3	O	7	31	2	1	-1	2062	-1	3	3
4	O	3	14	2	1	-1	-1	353	1	1
3	O	10	39	1	0	-1	3287	-1	3	3
2	D	10	19	1	0	80	-1	-1	1	1
