YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
9	11	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	1	31	1	0	45	-1	-1	3	3
3	O	2	24	1	2	-1	651	-1	3	3
2	D	9	41	4	0	126	-1	-1	1	1
4	O	1	6	1	0	-1	-1	671	1	1
4	O	8	39	3	0	-1	-1	396	1	1
3	O	6	32	4	0	-1	18	-1	3	3
3	O	5	41	3	0	-1	637	-1	3	3
3	O	3	27	1	2	-1	90	-1	3	3
1	D	5	15	3	0	107	-1	-1	3	3
3	O	6	25	4	0	-1	21	-1	3	3
1	D	5	8	1	0	123	-1	-1	3	3
2	D	8	38	1	0	25	-1	-1	1	1
3	O	9	28	4	0	-1	298	-1	3	3
1	D	5	13	2	0	75	-1	-1	3	3
3	O	9	36	4	0	-1	514	-1	3	3
1	D	1	12	2	0	75	-1	-1	3	3
3	O	6	8	2	1	-1	160	-1	3	3
2	D	10	10	4	0	10	-1	-1	1	1
2	D	8	40	2	0	20	-1	-1	1	1
3	O	8	18	1	0	-1	454	-1	3	3
4	O	3	17	2	0	-1	-1	209	1	1
2	D	10	3	4	0	79	-1	-1	1	1
3	O	9	38	3	0	-1	374	-1	3	3
4	O	7	34	2	0	-1	-1	454	1	1
2	D	3	40	3	0	37	-1	-1	1	1
3	O	9	21	3	0	-1	415	-1	3	3
2	D	9	16	2	0	164	-1	-1	1	1
2	D	5	28	3	0	71	-1	-1	1	1
2	D	1	40	4	0	96	-1	-1	1	1
4	O	7	41	3	0	-1	-1	123	1	1
3	O	9	5	3	0	-1	625	-1	3	3
2	D	8	2	3	0	138	-1	-1	1	1
4	O	9	25	3	0	-1	-1	311	1	1
2	D	5	29	1	0	116	-1	-1	1	1
1	D	10	13	2	0	160	-1	-1	3	3
2	D	4	3	2	0	119	-1	-1	1	1
3	O	9	33	1	0	-1	126	-1	3	3
2	D	7	17	3	0	87	-1	-1	1	1
4	O	9	18	1	0	-1	-1	510	1	1
1	D	3	26	1	0	10	-1	-1	3	3
