YardCraneScheduling
number of cranes
1
number of containers
100
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
7	1	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
2	D	10	30	3	0	320	-1	-1	1	1
4	O	3	32	2	0	-1	-1	1448	1	1
2	D	10	27	3	0	249	-1	-1	1	1
2	D	6	34	1	0	206	-1	-1	1	1
2	D	5	21	2	0	160	-1	-1	1	1
3	O	4	18	1	0	-1	1118	-1	3	3
2	D	4	9	2	0	362	-1	-1	1	1
1	D	7	37	4	0	76	-1	-1	3	3
2	D	10	29	4	0	188	-1	-1	1	1
4	O	7	5	4	0	-1	-1	893	1	1
1	D	3	42	1	0	11	-1	-1	3	3
2	D	1	7	3	0	390	-1	-1	1	1
2	D	2	11	1	0	93	-1	-1	1	1
3	O	9	27	1	1	-1	449	-1	3	3
2	D	2	33	2	0	295	-1	-1	1	1
4	O	7	33	3	0	-1	-1	114	1	1
3	O	5	19	1	0	-1	454	-1	3	3
2	D	6	9	1	0	97	-1	-1	1	1
2	D	2	31	1	0	217	-1	-1	1	1
3	O	10	17	3	0	-1	1233	-1	3	3
2	D	8	9	3	0	138	-1	-1	1	1
4	O	7	35	1	0	-1	-1	702	1	1
1	D	2	34	1	0	307	-1	-1	3	3
3	O	3	33	1	1	-1	976	-1	3	3
1	D	2	42	2	0	387	-1	-1	3	3
3	O	1	25	2	0	-1	1349	-1	3	3
2	D	6	12	1	0	258	-1	-1	1	1
1	D	3	38	2	0	229	-1	-1	3	3
4	O	8	12	4	0	-1	-1	1213	1	1
4	O	3	2	4	0	-1	-1	510	1	1
4	O	5	20	1	1	-1	-1	1580	1	1
4	O	5	37	1	0	-1	-1	1155	1	1
2	D	3	29	2	0	149	-1	-1	1	1
2	D	6	21	3	0	292	-1	-1	1	1
3	O	4	17	4	0	-1	274	-1	3	3
4	O	10	42	3	0	-1	-1	1460	1	1
2	D	6	38	2	0	392	-1	-1	1	1
4	O	1	41	4	0	-1	-1	1254	1	1
1	D	2	9	2	0	417	-1	-1	3	3
3	O	9	24	4	0	-1	737	-1	3	3
1	D	4	39	2	0	363	-1	-1	3	3
2	D	8	4	1	0	15	-1	-1	1	1
1	D	7	22	1	0	252	-1	-1	3	3
3	O	2	12	3	0	-1	1110	-1	3	3
2	D	5	39	2	0	112	-1	-1	1	1
2	D	7	21	1	0	317	-1	-1	1	1
1	D	7	19	4	0	93	-1	-1	3	3
1	D	9	39	2	0	37	-1	-1	3	3
1	D	9	37	1	0	227	-1	-1	3	3
3	O	10	14	2	0	-1	1309	-1	3	3
3	O	3	12	4	0	-1	52	-1	3	3
3	O	1	36	1	0	-1	77	-1	3	3
1	D	6	19	2	0	394	-1	-1	3	3
3	O	2	26	2	1	-1	1037	-1	3	3
4	O	10	40	3	0	-1	-1	1207	1	1
1	D	1	13	1	0	377	-1	-1	3	3
2	D	2	1	2	0	225	-1	-1	1	1
3	O	10	19	2	0	-1	1296	-1	3	3
4	O	10	10	4	0	-1	-1	1147	1	1
3	O	6	13	3	0	-1	969	-1	3	3
4	O	6	26	4	0	-1	-1	30	1	1
1	D	6	27	1	0	239	-1	-1	3	3
1	D	4	37	1	0	113	-1	-1	3	3
3	O	5	17	4	0	-1	950	-1	3	3
3	O	4	10	4	0	-1	543	-1	3	3
2	D	4	27	4	0	206	-1	-1	1	1
2	D	7	28	3	0	337	-1	-1	1	1
2	D	8	31	4	0	275	-1	-1	1	1
2	D	4	38	1	0	20	-1	-1	1	1
2	D	5	10	1	0	164	-1	-1	1	1
4	O	7	25	1	0	-1	-1	1463	1	1
2	D	4	12	1	0	251	-1	-1	1	1
3	O	8	29	3	0	-1	66	-1	3	3
1	D	8	21	4	0	274	-1	-1	3	3
2	D	1	20	3	0	415	-1	-1	1	1
4	O	1	39	1	1	-1	-1	360	1	1
4	O	4	19	2	0	-1	-1	617	1	1
4	O	10	16	4	0	-1	-1	397	1	1
3	O	5	7	3	0	-1	590	-1	3	3
1	D	3	34	1	0	145	-1	-1	3	3
4	O	7	12	2	1	-1	-1	468	1	1
3	O	10	5	4	0	-1	1526	-1	3	3
1	D	1	35	1	0	332	-1	-1	3	3
3	O	1	22	4	0	-1	1253	-1	3	3
1	D	6	37	1	0	112	-1	-1	3	3
2	D	3	11	4	0	11	-1	-1	1	1
2	D	2	13	2	0	33	-1	-1	1	1
2	D	6	11	2	0	67	-1	-1	1	1
2	D	8	38	1	0	346	-1	-1	1	1
1	D	2	18	3	0	189	-1	-1	3	3
2	D	2	2	1	0	10	-1	-1	1	1
4	O	7	1	2	0	-1	-1	558	1	1
4	O	8	18	2	0	-1	-1	1430	1	1
3	O	2	14	4	0	-1	289	-1	3	3
3	O	5	13	1	0	-1	173	-1	3	3
3	O	9	21	4	0	-1	1223	-1	3	3
4	O	4	3	4	0	-1	-1	784	1	1
2	D	9	15	4	0	372	-1	-1	1	1
4	O	8	26	2	0	-1	-1	1181	1	1
3	O	4	31	1	1	-1	1638	-1	3	3
