YardCraneScheduling
number of cranes
1
number of containers
150
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
6	26	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	8	27	2	0	-1	2276	-1	3	3
3	O	5	12	2	0	-1	415	-1	3	3
2	D	10	11	3	0	538	-1	-1	1	1
1	D	6	2	2	0	235	-1	-1	3	3
4	O	4	29	1	0	-1	-1	2175	1	1
3	O	5	40	3	0	-1	224	-1	3	3
3	O	5	22	4	0	-1	1963	-1	3	3
1	D	3	17	1	0	439	-1	-1	3	3
2	D	7	28	2	0	186	-1	-1	1	1
1	D	3	29	3	0	144	-1	-1	3	3
1	D	4	35	2	0	446	-1	-1	3	3
1	D	1	5	4	0	296	-1	-1	3	3
3	O	4	13	1	0	-1	1817	-1	3	3
4	O	2	3	4	0	-1	-1	784	1	1
3	O	2	20	4	0	-1	1161	-1	3	3
4	O	7	11	4	0	-1	-1	2421	1	1
2	D	5	3	2	0	284	-1	-1	1	1
3	O	2	21	1	0	-1	1345	-1	3	3
3	O	10	16	4	0	-1	2388	-1	3	3
4	O	2	28	3	0	-1	-1	784	1	1
3	O	3	39	3	0	-1	514	-1	3	3
1	D	5	11	1	0	207	-1	-1	3	3
3	O	2	25	2	0	-1	2317	-1	3	3
4	O	9	34	3	0	-1	-1	692	1	1
1	D	7	35	3	0	393	-1	-1	3	3
3	O	9	9	3	0	-1	1000	-1	3	3
1	D	1	6	2	0	142	-1	-1	3	3
2	D	6	18	2	0	313	-1	-1	1	1
2	D	8	10	2	0	546	-1	-1	1	1
3	O	1	9	4	0	-1	1856	-1	3	3
4	O	2	35	4	0	-1	-1	1684	1	1
1	D	6	40	1	0	600	-1	-1	3	3
3	O	9	4	1	1	-1	113	-1	3	3
4	O	4	40	4	0	-1	-1	1757	1	1
2	D	8	7	2	0	58	-1	-1	1	1
4	O	9	25	3	0	-1	-1	148	1	1
1	D	10	23	4	0	84	-1	-1	3	3
2	D	2	33	3	0	260	-1	-1	1	1
1	D	1	30	4	0	266	-1	-1	3	3
2	D	5	9	1	0	101	-1	-1	1	1
3	O	1	29	4	0	-1	1611	-1	3	3
2	D	3	20	2	0	74	-1	-1	1	1
4	O	9	42	4	0	-1	-1	311	1	1
4	O	2	37	4	0	-1	-1	709	1	1
1	D	9	27	3	0	92	-1	-1	3	3
3	O	1	16	3	0	-1	1734	-1	3	3
4	O	4	41	1	0	-1	-1	1148	1	1
3	O	8	34	1	0	-1	993	-1	3	3
1	D	7	31	3	0	313	-1	-1	3	3
1	D	6	5	1	0	419	-1	-1	3	3
2	D	10	30	4	0	355	-1	-1	1	1
3	O	9	15	2	1	-1	950	-1	3	3
2	D	7	10	2	0	302	-1	-1	1	1
1	D	5	28	4	0	205	-1	-1	3	3
4	O	4	22	1	0	-1	-1	765	1	1
4	O	10	1	1	0	-1	-1	70	1	1
3	O	4	25	3	0	-1	2200	-1	3	3
1	D	4	27	4	0	368	-1	-1	3	3
4	O	6	41	1	0	-1	-1	2460	1	1
1	D	6	12	2	0	596	-1	-1	3	3
3	O	2	40	3	0	-1	1004	-1	3	3
4	O	2	2	1	0	-1	-1	270	1	1
4	O	1	24	4	0	-1	-1	1721	1	1
3	O	8	39	1	2	-1	1446	-1	3	3
4	O	8	16	1	1	-1	-1	1779	1	1
2	D	9	2	3	0	359	-1	-1	1	1
2	D	4	42	3	0	152	-1	-1	1	1
3	O	10	29	1	1	-1	748	-1	3	3
2	D	2	5	4	0	171	-1	-1	1	1
3	O	6	22	4	0	-1	1877	-1	3	3
2	D	8	4	1	0	558	-1	-1	1	1
3	O	7	7	3	0	-1	2472	-1	3	3
1	D	4	18	4	0	447	-1	-1	3	3
1	D	8	1	3	0	22	-1	-1	3	3
4	O	2	30	2	1	-1	-1	1614	1	1
4	O	4	21	1	2	-1	-1	1497	1	1
2	D	2	29	2	0	488	-1	-1	1	1
2	D	7	12	1	0	210	-1	-1	1	1
3	O	6	15	4	0	-1	1149	-1	3	3
3	O	6	4	3	0	-1	438	-1	3	3
4	O	3	12	1	1	-1	-1	904	1	1
2	D	9	11	4	0	92	-1	-1	1	1
1	D	6	39	4	0	479	-1	-1	3	3
1	D	1	18	3	0	332	-1	-1	3	3
3	O	9	19	4	0	-1	1180	-1	3	3
3	O	9	8	1	0	-1	759	-1	3	3
1	D	9	24	3	0	115	-1	-1	3	3
3	O	2	13	4	0	-1	1055	-1	3	3
4	O	4	9	4	0	-1	-1	181	1	1
