YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
10	18	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
2	D	3	14	1	0	324	-1	-1	1	1
4	O	5	28	2	1	-1	-1	594	1	1
2	D	9	34	4	0	721	-1	-1	1	1
1	D	7	29	4	0	488	-1	-1	1	1
4	O	3	21	3	0	-1	-1	6	1	1
1	D	4	11	2	0	208	-1	-1	1	1
1	D	4	5	4	0	33	-1	-1	1	1
3	O	2	15	1	0	-1	523	-1	1	1
2	D	1	23	1	0	520	-1	-1	1	1
2	D	3	7	3	0	491	-1	-1	1	1
2	D	1	37	1	0	320	-1	-1	1	1
1	D	3	15	2	0	816	-1	-1	1	1
4	O	9	40	3	0	-1	-1	696	1	1
3	O	9	26	3	0	-1	404	-1	1	1
1	D	7	23	1	0	657	-1	-1	1	1
2	D	8	32	2	0	831	-1	-1	1	1
3	O	2	23	2	0	-1	228	-1	1	1
2	D	1	5	2	0	307	-1	-1	1	1
1	D	8	25	1	0	260	-1	-1	1	1
4	O	7	22	4	0	-1	-1	259	1	1
1	D	4	12	1	0	3	-1	-1	1	1
3	O	5	35	4	0	-1	7	-1	1	1
2	D	6	11	4	0	798	-1	-1	1	1
3	O	9	10	4	0	-1	494	-1	1	1
3	O	1	29	2	0	-1	42	-1	1	1
1	D	2	37	3	0	177	-1	-1	1	1
2	D	5	40	2	0	748	-1	-1	1	1
1	D	8	21	1	0	763	-1	-1	1	1
3	O	6	33	3	0	-1	625	-1	1	1
3	O	5	1	2	1	-1	450	-1	1	1
2	D	7	4	3	0	129	-1	-1	1	1
2	D	10	26	4	0	166	-1	-1	1	1
4	O	10	30	2	0	-1	-1	646	1	1
1	D	7	9	2	0	435	-1	-1	1	1
2	D	8	1	1	0	12	-1	-1	1	1
2	D	9	41	4	0	700	-1	-1	1	1
2	D	9	38	3	0	522	-1	-1	1	1
4	O	3	1	1	2	-1	-1	432	1	1
3	O	6	13	1	2	-1	209	-1	1	1
2	D	8	12	1	0	271	-1	-1	1	1
3	O	2	13	2	1	-1	212	-1	1	1
3	O	2	14	3	0	-1	265	-1	1	1
2	D	5	26	4	0	762	-1	-1	1	1
1	D	6	6	4	0	765	-1	-1	1	1
3	O	6	10	3	0	-1	537	-1	1	1
4	O	6	8	4	0	-1	-1	807	1	1
4	O	7	33	1	1	-1	-1	794	1	1
2	D	7	8	3	0	556	-1	-1	1	1
2	D	9	29	2	0	401	-1	-1	1	1
1	D	4	14	1	0	548	-1	-1	1	1
