YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
1	33	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	1	2	1	0	109	-1	-1	1	1
1	D	5	33	2	0	135	-1	-1	1	1
4	O	8	6	2	0	-1	-1	414	1	1
3	O	9	12	3	0	-1	157	-1	1	1
2	D	5	5	3	0	494	-1	-1	1	1
2	D	5	10	1	0	306	-1	-1	1	1
2	D	3	26	4	0	482	-1	-1	1	1
1	D	6	28	3	0	415	-1	-1	1	1
3	O	5	28	4	0	-1	245	-1	1	1
1	D	2	7	1	0	78	-1	-1	1	1
1	D	5	1	1	0	667	-1	-1	1	1
4	O	3	23	4	0	-1	-1	276	1	1
4	O	4	15	3	0	-1	-1	136	1	1
2	D	3	4	3	0	191	-1	-1	1	1
1	D	2	34	1	0	216	-1	-1	1	1
4	O	7	31	4	0	-1	-1	111	1	1
3	O	4	6	4	0	-1	548	-1	1	1
4	O	10	27	4	0	-1	-1	236	1	1
2	D	3	32	4	0	402	-1	-1	1	1
1	D	2	1	3	0	428	-1	-1	1	1
1	D	1	38	4	0	482	-1	-1	1	1
2	D	8	4	1	0	136	-1	-1	1	1
4	O	7	11	2	0	-1	-1	89	1	1
3	O	4	12	4	0	-1	27	-1	1	1
1	D	2	13	1	0	543	-1	-1	1	1
3	O	2	4	1	0	-1	178	-1	1	1
2	D	3	29	1	0	625	-1	-1	1	1
2	D	6	9	1	0	26	-1	-1	1	1
3	O	1	37	2	0	-1	245	-1	1	1
2	D	9	21	1	0	257	-1	-1	1	1
1	D	10	26	2	0	453	-1	-1	1	1
2	D	6	12	2	0	334	-1	-1	1	1
3	O	7	40	1	0	-1	570	-1	1	1
4	O	5	4	3	0	-1	-1	143	1	1
4	O	9	19	1	0	-1	-1	595	1	1
1	D	3	30	1	0	423	-1	-1	1	1
1	D	2	8	2	0	233	-1	-1	1	1
3	O	10	1	2	0	-1	191	-1	1	1
2	D	10	18	3	0	120	-1	-1	1	1
3	O	8	37	1	1	-1	591	-1	1	1
