YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
4	16	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
4	O	6	5	1	0	-1	-1	632	1	1
2	D	5	20	2	0	465	-1	-1	1	1
3	O	9	28	3	0	-1	347	-1	1	1
4	O	9	29	1	2	-1	-1	448	1	1
1	D	6	34	2	0	349	-1	-1	1	1
1	D	8	10	1	0	43	-1	-1	1	1
3	O	1	29	3	0	-1	43	-1	1	1
2	D	6	7	4	0	418	-1	-1	1	1
3	O	2	41	3	0	-1	239	-1	1	1
3	O	6	16	2	0	-1	508	-1	1	1
3	O	7	10	3	0	-1	46	-1	1	1
2	D	5	42	3	0	605	-1	-1	1	1
3	O	10	32	4	0	-1	452	-1	1	1
3	O	10	37	3	0	-1	616	-1	1	1
1	D	3	31	1	0	614	-1	-1	1	1
2	D	2	37	3	0	133	-1	-1	1	1
1	D	8	31	4	0	584	-1	-1	1	1
1	D	3	3	3	0	215	-1	-1	1	1
3	O	5	13	1	2	-1	239	-1	1	1
3	O	6	28	3	0	-1	0	-1	1	1
2	D	10	12	2	0	335	-1	-1	1	1
4	O	2	17	4	0	-1	-1	667	1	1
2	D	10	31	1	0	312	-1	-1	1	1
2	D	7	31	4	0	295	-1	-1	1	1
3	O	6	33	4	0	-1	665	-1	1	1
2	D	2	24	2	0	533	-1	-1	1	1
3	O	3	28	1	0	-1	173	-1	1	1
1	D	1	27	3	0	15	-1	-1	1	1
2	D	2	19	1	0	604	-1	-1	1	1
1	D	7	23	2	0	486	-1	-1	1	1
2	D	9	27	3	0	532	-1	-1	1	1
4	O	10	23	1	0	-1	-1	460	1	1
1	D	3	8	1	0	416	-1	-1	1	1
2	D	3	26	2	0	317	-1	-1	1	1
4	O	10	10	4	0	-1	-1	332	1	1
4	O	10	27	4	0	-1	-1	536	1	1
3	O	7	28	2	0	-1	218	-1	1	1
2	D	10	4	3	0	606	-1	-1	1	1
3	O	1	16	2	0	-1	245	-1	1	1
4	O	4	6	4	0	-1	-1	186	1	1
