YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
3	29	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	10	4	1	0	562	-1	-1	1	1
1	D	9	15	2	0	7	-1	-1	1	1
3	O	7	37	4	0	-1	585	-1	1	1
4	O	3	8	1	0	-1	-1	314	1	1
1	D	2	32	3	0	257	-1	-1	1	1
4	O	10	36	4	0	-1	-1	125	1	1
1	D	8	25	2	0	69	-1	-1	1	1
1	D	9	13	4	0	644	-1	-1	1	1
1	D	6	11	1	0	392	-1	-1	1	1
1	D	1	10	3	0	236	-1	-1	1	1
2	D	9	38	2	0	571	-1	-1	1	1
1	D	4	9	1	0	385	-1	-1	1	1
3	O	1	5	3	0	-1	70	-1	1	1
1	D	4	2	1	0	287	-1	-1	1	1
2	D	5	41	4	0	371	-1	-1	1	1
2	D	2	17	4	0	69	-1	-1	1	1
4	O	10	32	2	0	-1	-1	147	1	1
4	O	10	15	2	0	-1	-1	88	1	1
1	D	2	27	4	0	12	-1	-1	1	1
4	O	7	32	3	0	-1	-1	313	1	1
4	O	9	11	1	1	-1	-1	161	1	1
3	O	9	29	4	0	-1	195	-1	1	1
1	D	1	24	2	0	285	-1	-1	1	1
3	O	8	28	1	0	-1	83	-1	1	1
4	O	2	16	2	0	-1	-1	18	1	1
1	D	1	22	1	0	479	-1	-1	1	1
1	D	1	30	2	0	195	-1	-1	1	1
1	D	1	33	1	0	180	-1	-1	1	1
4	O	1	1	3	0	-1	-1	63	1	1
2	D	6	26	3	0	642	-1	-1	1	1
3	O	2	35	1	2	-1	257	-1	1	1
2	D	5	14	4	0	454	-1	-1	1	1
2	D	4	36	2	0	101	-1	-1	1	1
3	O	9	42	2	0	-1	434	-1	1	1
4	O	7	38	3	0	-1	-1	310	1	1
2	D	9	28	1	0	300	-1	-1	1	1
4	O	4	30	3	0	-1	-1	478	1	1
2	D	10	29	4	0	318	-1	-1	1	1
4	O	6	22	4	0	-1	-1	307	1	1
1	D	5	24	1	0	179	-1	-1	1	1
