YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
1	13	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	10	35	2	1	-1	712	-1	1	1
3	O	6	42	4	0	-1	748	-1	1	1
3	O	10	12	1	0	-1	267	-1	1	1
2	D	3	2	3	0	415	-1	-1	1	1
2	D	8	17	2	0	473	-1	-1	1	1
1	D	1	9	3	0	645	-1	-1	1	1
1	D	6	34	4	0	538	-1	-1	1	1
3	O	3	25	3	0	-1	326	-1	1	1
3	O	4	34	1	0	-1	466	-1	1	1
4	O	5	27	3	0	-1	-1	725	1	1
4	O	3	9	1	0	-1	-1	748	1	1
2	D	4	10	1	0	205	-1	-1	1	1
4	O	4	29	4	0	-1	-1	139	1	1
1	D	10	27	4	0	823	-1	-1	1	1
4	O	7	41	3	0	-1	-1	578	1	1
2	D	1	13	1	0	366	-1	-1	1	1
3	O	8	4	1	0	-1	472	-1	1	1
3	O	2	27	1	2	-1	786	-1	1	1
1	D	8	38	3	0	291	-1	-1	1	1
2	D	5	34	3	0	337	-1	-1	1	1
4	O	2	34	3	0	-1	-1	686	1	1
2	D	7	28	1	0	136	-1	-1	1	1
4	O	10	39	3	0	-1	-1	267	1	1
3	O	2	2	3	0	-1	750	-1	1	1
1	D	5	38	3	0	321	-1	-1	1	1
2	D	3	35	3	0	809	-1	-1	1	1
1	D	1	11	2	0	770	-1	-1	1	1
2	D	4	6	4	0	258	-1	-1	1	1
3	O	5	40	3	0	-1	234	-1	1	1
2	D	6	13	2	0	442	-1	-1	1	1
2	D	2	33	3	0	470	-1	-1	1	1
3	O	1	28	4	0	-1	571	-1	1	1
2	D	2	29	1	0	81	-1	-1	1	1
2	D	6	11	1	0	671	-1	-1	1	1
3	O	2	28	2	0	-1	637	-1	1	1
2	D	3	4	3	0	18	-1	-1	1	1
2	D	9	14	4	0	605	-1	-1	1	1
3	O	1	6	1	1	-1	613	-1	1	1
4	O	4	12	1	2	-1	-1	435	1	1
4	O	9	7	1	0	-1	-1	80	1	1
2	D	1	20	4	0	746	-1	-1	1	1
4	O	3	11	3	0	-1	-1	641	1	1
2	D	3	18	3	0	507	-1	-1	1	1
4	O	10	32	4	0	-1	-1	816	1	1
3	O	2	26	3	0	-1	596	-1	1	1
1	D	2	38	2	0	4	-1	-1	1	1
3	O	3	39	2	0	-1	201	-1	1	1
2	D	6	32	2	0	403	-1	-1	1	1
2	D	9	30	1	0	391	-1	-1	1	1
1	D	9	12	4	0	498	-1	-1	1	1
