YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
4	11	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
2	D	1	29	2	0	493	-1	-1	1	1
1	D	9	41	4	0	325	-1	-1	1	1
4	O	2	34	2	0	-1	-1	48	1	1
2	D	7	1	2	0	509	-1	-1	1	1
3	O	6	11	1	2	-1	159	-1	1	1
1	D	5	40	2	0	470	-1	-1	1	1
3	O	9	15	3	0	-1	5	-1	1	1
4	O	1	19	3	0	-1	-1	507	1	1
1	D	10	2	2	0	265	-1	-1	1	1
4	O	3	32	3	0	-1	-1	646	1	1
1	D	4	23	4	0	494	-1	-1	1	1
2	D	2	31	3	0	664	-1	-1	1	1
3	O	2	2	4	0	-1	383	-1	1	1
2	D	8	22	3	0	75	-1	-1	1	1
1	D	10	35	2	0	88	-1	-1	1	1
3	O	1	15	1	0	-1	30	-1	1	1
4	O	2	18	3	0	-1	-1	96	1	1
1	D	1	35	3	0	385	-1	-1	1	1
2	D	1	32	2	0	127	-1	-1	1	1
1	D	1	30	3	0	366	-1	-1	1	1
4	O	1	20	2	0	-1	-1	86	1	1
4	O	5	18	1	1	-1	-1	201	1	1
2	D	8	1	1	0	130	-1	-1	1	1
4	O	1	38	3	0	-1	-1	332	1	1
2	D	3	5	3	0	525	-1	-1	1	1
1	D	3	1	3	0	136	-1	-1	1	1
3	O	3	4	4	0	-1	48	-1	1	1
1	D	1	4	2	0	222	-1	-1	1	1
3	O	9	40	1	1	-1	597	-1	1	1
2	D	8	17	3	0	581	-1	-1	1	1
3	O	2	20	1	1	-1	552	-1	1	1
2	D	3	12	1	0	371	-1	-1	1	1
1	D	8	21	2	0	300	-1	-1	1	1
3	O	5	22	4	0	-1	210	-1	1	1
4	O	2	17	4	0	-1	-1	540	1	1
2	D	2	38	3	0	300	-1	-1	1	1
1	D	5	19	2	0	419	-1	-1	1	1
1	D	2	3	1	0	544	-1	-1	1	1
1	D	3	6	1	0	86	-1	-1	1	1
2	D	4	6	4	0	418	-1	-1	1	1
