YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
1	1	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	2	31	2	0	382	-1	-1	1	1
3	O	3	9	4	0	-1	198	-1	1	1
4	O	8	16	4	0	-1	-1	435	1	1
1	D	8	15	3	0	427	-1	-1	1	1
4	O	6	23	3	0	-1	-1	774	1	1
4	O	1	13	1	0	-1	-1	540	1	1
2	D	5	18	1	0	458	-1	-1	1	1
3	O	10	2	2	0	-1	565	-1	1	1
1	D	6	2	1	0	218	-1	-1	1	1
1	D	10	21	2	0	428	-1	-1	1	1
3	O	1	21	1	0	-1	553	-1	1	1
2	D	5	24	1	0	91	-1	-1	1	1
1	D	4	7	2	0	564	-1	-1	1	1
3	O	7	19	3	0	-1	404	-1	1	1
2	D	1	4	2	0	32	-1	-1	1	1
3	O	1	27	1	0	-1	62	-1	1	1
3	O	10	9	1	2	-1	400	-1	1	1
3	O	5	19	1	2	-1	473	-1	1	1
4	O	2	40	3	0	-1	-1	382	1	1
1	D	10	8	2	0	761	-1	-1	1	1
2	D	7	30	4	0	567	-1	-1	1	1
3	O	5	9	2	0	-1	76	-1	1	1
4	O	10	29	1	0	-1	-1	256	1	1
2	D	3	13	2	0	462	-1	-1	1	1
2	D	10	6	4	0	464	-1	-1	1	1
3	O	8	12	3	0	-1	298	-1	1	1
2	D	10	37	3	0	201	-1	-1	1	1
2	D	2	3	2	0	592	-1	-1	1	1
3	O	2	24	3	0	-1	398	-1	1	1
3	O	7	29	1	0	-1	458	-1	1	1
2	D	5	13	1	0	670	-1	-1	1	1
4	O	2	26	3	0	-1	-1	477	1	1
2	D	2	36	1	0	728	-1	-1	1	1
2	D	6	1	3	0	584	-1	-1	1	1
1	D	4	8	1	0	4	-1	-1	1	1
3	O	3	20	1	1	-1	136	-1	1	1
3	O	3	24	4	0	-1	85	-1	1	1
2	D	9	10	4	0	196	-1	-1	1	1
3	O	2	33	3	0	-1	34	-1	1	1
4	O	8	18	3	0	-1	-1	133	1	1
1	D	8	29	4	0	620	-1	-1	1	1
2	D	5	22	2	0	399	-1	-1	1	1
1	D	6	10	4	0	26	-1	-1	1	1
4	O	3	4	4	0	-1	-1	308	1	1
4	O	7	34	3	0	-1	-1	58	1	1
4	O	4	19	3	0	-1	-1	125	1	1
4	O	6	19	2	0	-1	-1	47	1	1
3	O	2	25	4	0	-1	94	-1	1	1
3	O	4	23	2	0	-1	18	-1	1	1
3	O	1	42	3	0	-1	305	-1	1	1
