YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
7	8	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
4	O	1	25	3	0	-1	-1	584	1	1
3	O	8	23	1	0	-1	727	-1	1	1
3	O	1	18	2	1	-1	461	-1	1	1
4	O	4	9	3	0	-1	-1	676	1	1
1	D	5	20	3	0	1084	-1	-1	1	1
1	D	3	38	2	0	463	-1	-1	1	1
3	O	5	14	2	1	-1	773	-1	1	1
4	O	7	31	1	0	-1	-1	273	1	1
3	O	2	42	1	0	-1	378	-1	1	1
3	O	5	40	2	0	-1	190	-1	1	1
4	O	9	19	2	0	-1	-1	659	1	1
2	D	10	5	3	0	294	-1	-1	1	1
2	D	10	14	3	0	1410	-1	-1	1	1
4	O	3	17	1	2	-1	-1	811	1	1
1	D	8	2	2	0	712	-1	-1	1	1
1	D	2	35	3	0	1167	-1	-1	1	1
3	O	7	41	2	0	-1	10	-1	1	1
3	O	3	3	1	2	-1	800	-1	1	1
4	O	9	5	2	0	-1	-1	499	1	1
4	O	5	32	4	0	-1	-1	549	1	1
3	O	9	39	2	1	-1	621	-1	1	1
3	O	8	1	1	0	-1	507	-1	1	1
1	D	3	10	1	0	1299	-1	-1	1	1
4	O	6	41	3	0	-1	-1	235	1	1
1	D	10	34	4	0	1382	-1	-1	1	1
4	O	1	9	1	0	-1	-1	337	1	1
1	D	3	12	4	0	28	-1	-1	1	1
4	O	1	1	3	0	-1	-1	657	1	1
1	D	5	37	1	0	1005	-1	-1	1	1
2	D	8	34	2	0	1149	-1	-1	1	1
3	O	7	22	4	0	-1	631	-1	1	1
1	D	9	29	4	0	260	-1	-1	1	1
3	O	1	26	1	1	-1	598	-1	1	1
3	O	4	24	1	0	-1	320	-1	1	1
3	O	10	24	1	0	-1	139	-1	1	1
3	O	1	12	2	0	-1	801	-1	1	1
1	D	5	22	4	0	571	-1	-1	1	1
4	O	6	28	1	0	-1	-1	828	1	1
2	D	1	19	1	0	1452	-1	-1	1	1
1	D	5	26	3	0	721	-1	-1	1	1
3	O	9	2	2	0	-1	129	-1	1	1
1	D	3	1	4	0	1431	-1	-1	1	1
3	O	1	3	1	1	-1	822	-1	1	1
2	D	8	39	3	0	794	-1	-1	1	1
4	O	8	29	2	0	-1	-1	115	1	1
1	D	1	33	1	0	1174	-1	-1	1	1
2	D	1	42	1	0	201	-1	-1	1	1
3	O	4	2	4	0	-1	417	-1	1	1
4	O	2	20	2	0	-1	-1	829	1	1
1	D	3	20	4	0	1056	-1	-1	1	1
