YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
8	31	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	9	21	1	0	5078	-1	-1	1	1
1	D	6	40	4	0	4915	-1	-1	1	1
4	O	2	42	3	0	-1	-1	969	1	1
3	O	7	15	3	0	-1	2570	-1	1	1
1	D	7	25	2	0	2905	-1	-1	1	1
1	D	6	10	3	0	3013	-1	-1	1	1
4	O	4	5	2	0	-1	-1	1426	1	1
1	D	1	26	4	0	5664	-1	-1	1	1
3	O	1	32	3	0	-1	933	-1	1	1
3	O	2	27	3	0	-1	2450	-1	1	1
2	D	5	22	3	0	3771	-1	-1	1	1
3	O	5	25	2	0	-1	113	-1	1	1
1	D	7	21	4	0	2601	-1	-1	1	1
1	D	5	37	3	0	2897	-1	-1	1	1
1	D	2	37	2	0	1107	-1	-1	1	1
3	O	3	42	3	0	-1	3347	-1	1	1
1	D	2	23	1	0	4835	-1	-1	1	1
4	O	10	15	1	1	-1	-1	202	1	1
4	O	2	18	3	0	-1	-1	136	1	1
3	O	1	2	1	0	-1	1295	-1	1	1
4	O	2	39	4	0	-1	-1	2413	1	1
2	D	10	13	2	0	1656	-1	-1	1	1
2	D	4	36	2	0	200	-1	-1	1	1
1	D	4	6	3	0	3148	-1	-1	1	1
2	D	10	19	3	0	1141	-1	-1	1	1
2	D	3	16	3	0	5350	-1	-1	1	1
1	D	3	27	3	0	3588	-1	-1	1	1
1	D	5	7	2	0	5451	-1	-1	1	1
3	O	8	11	1	2	-1	123	-1	1	1
1	D	6	38	2	0	1282	-1	-1	1	1
4	O	3	38	2	0	-1	-1	448	1	1
