YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
9	27	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	3	11	3	0	981	-1	-1	1	1
3	O	10	35	1	2	-1	106	-1	1	1
4	O	4	10	4	0	-1	-1	245	1	1
3	O	9	28	4	0	-1	297	-1	1	1
3	O	6	11	3	0	-1	663	-1	1	1
1	D	6	19	1	0	197	-1	-1	1	1
4	O	5	42	3	0	-1	-1	35	1	1
3	O	5	29	1	2	-1	42	-1	1	1
3	O	2	35	1	0	-1	9	-1	1	1
2	D	3	27	2	0	1082	-1	-1	1	1
3	O	5	23	2	0	-1	369	-1	1	1
3	O	6	28	2	1	-1	458	-1	1	1
2	D	7	36	1	0	330	-1	-1	1	1
1	D	1	35	2	0	412	-1	-1	1	1
2	D	4	5	3	0	513	-1	-1	1	1
3	O	6	26	1	0	-1	100	-1	1	1
3	O	3	26	1	0	-1	390	-1	1	1
1	D	8	13	3	0	380	-1	-1	1	1
1	D	7	14	1	0	857	-1	-1	1	1
1	D	3	24	3	0	514	-1	-1	1	1
2	D	10	12	1	0	960	-1	-1	1	1
3	O	5	2	1	0	-1	583	-1	1	1
1	D	5	19	3	0	144	-1	-1	1	1
1	D	8	14	4	0	328	-1	-1	1	1
2	D	9	19	1	0	521	-1	-1	1	1
3	O	4	1	4	0	-1	398	-1	1	1
1	D	1	22	4	0	153	-1	-1	1	1
4	O	3	20	4	0	-1	-1	397	1	1
1	D	3	18	4	0	465	-1	-1	1	1
4	O	2	16	3	0	-1	-1	392	1	1
2	D	8	28	1	0	754	-1	-1	1	1
2	D	7	20	2	0	1145	-1	-1	1	1
2	D	8	16	1	0	732	-1	-1	1	1
2	D	10	15	2	0	105	-1	-1	1	1
4	O	4	39	2	0	-1	-1	223	1	1
3	O	3	2	4	0	-1	455	-1	1	1
3	O	8	41	2	1	-1	466	-1	1	1
3	O	6	13	2	0	-1	192	-1	1	1
4	O	9	40	4	0	-1	-1	395	1	1
3	O	6	30	1	0	-1	101	-1	1	1
