YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
6	12	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	6	4	3	0	822	-1	-1	1	1
1	D	8	15	3	0	269	-1	-1	1	1
3	O	2	17	3	0	-1	42	-1	1	1
4	O	2	35	1	0	-1	-1	331	1	1
3	O	2	6	1	0	-1	119	-1	1	1
4	O	4	19	2	0	-1	-1	290	1	1
4	O	10	24	1	0	-1	-1	744	1	1
4	O	3	25	3	0	-1	-1	214	1	1
2	D	7	2	3	0	1051	-1	-1	1	1
3	O	2	34	4	0	-1	669	-1	1	1
3	O	4	6	3	0	-1	736	-1	1	1
1	D	8	32	4	0	54	-1	-1	1	1
2	D	1	20	2	0	1056	-1	-1	1	1
2	D	3	26	3	0	1445	-1	-1	1	1
1	D	2	21	4	0	1108	-1	-1	1	1
3	O	10	37	1	0	-1	229	-1	1	1
1	D	10	34	2	0	1040	-1	-1	1	1
3	O	1	32	2	0	-1	9	-1	1	1
1	D	6	40	4	0	825	-1	-1	1	1
4	O	3	36	4	0	-1	-1	620	1	1
1	D	5	18	2	0	164	-1	-1	1	1
1	D	9	23	2	0	1018	-1	-1	1	1
4	O	6	42	2	0	-1	-1	524	1	1
1	D	4	13	1	0	1099	-1	-1	1	1
3	O	5	19	2	0	-1	175	-1	1	1
4	O	5	40	3	0	-1	-1	640	1	1
4	O	5	22	3	0	-1	-1	119	1	1
1	D	2	41	4	0	159	-1	-1	1	1
2	D	5	2	3	0	378	-1	-1	1	1
2	D	2	8	2	0	948	-1	-1	1	1
2	D	9	35	2	0	721	-1	-1	1	1
2	D	8	10	2	0	571	-1	-1	1	1
4	O	10	33	3	0	-1	-1	280	1	1
1	D	6	15	4	0	1405	-1	-1	1	1
2	D	9	14	4	0	441	-1	-1	1	1
4	O	2	10	3	0	-1	-1	665	1	1
3	O	2	22	2	1	-1	99	-1	1	1
2	D	8	11	4	0	340	-1	-1	1	1
4	O	6	29	4	0	-1	-1	4	1	1
3	O	3	32	3	0	-1	327	-1	1	1
3	O	1	34	4	0	-1	371	-1	1	1
4	O	3	23	4	0	-1	-1	792	1	1
1	D	1	41	3	0	818	-1	-1	1	1
3	O	1	1	2	0	-1	347	-1	1	1
2	D	10	31	3	0	795	-1	-1	1	1
4	O	4	37	3	0	-1	-1	305	1	1
4	O	5	3	3	0	-1	-1	738	1	1
2	D	10	10	1	0	631	-1	-1	1	1
3	O	8	33	3	0	-1	59	-1	1	1
3	O	5	36	3	0	-1	443	-1	1	1
