YardCraneScheduling
number of cranes
1
number of containers
150
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
10	19	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
4	O	4	11	3	0	-1	-1	520	1	1
2	D	3	35	1	0	225	-1	-1	1	1
3	O	6	5	4	0	-1	814	-1	1	1
2	D	1	39	1	0	1225	-1	-1	1	1
1	D	10	31	3	0	4049	-1	-1	1	1
2	D	6	15	3	0	4372	-1	-1	1	1
4	O	4	4	2	1	-1	-1	1537	1	1
4	O	5	39	3	0	-1	-1	2177	1	1
4	O	9	2	2	1	-1	-1	1233	1	1
4	O	2	42	3	0	-1	-1	2105	1	1
2	D	9	18	4	0	3559	-1	-1	1	1
4	O	3	19	2	0	-1	-1	652	1	1
2	D	6	33	3	0	4281	-1	-1	1	1
3	O	9	38	2	0	-1	1246	-1	1	1
1	D	7	17	2	0	108	-1	-1	1	1
3	O	5	18	3	0	-1	1526	-1	1	1
2	D	3	3	4	0	3343	-1	-1	1	1
4	O	10	11	1	0	-1	-1	500	1	1
1	D	9	4	2	0	59	-1	-1	1	1
2	D	8	39	2	0	1545	-1	-1	1	1
3	O	4	3	1	0	-1	1327	-1	1	1
1	D	10	6	3	0	3205	-1	-1	1	1
4	O	1	36	1	0	-1	-1	1710	1	1
4	O	3	33	2	0	-1	-1	218	1	1
3	O	2	25	3	0	-1	2005	-1	1	1
4	O	5	1	3	0	-1	-1	1199	1	1
4	O	1	28	2	0	-1	-1	1705	1	1
1	D	3	17	4	0	2474	-1	-1	1	1
1	D	10	27	2	0	4199	-1	-1	1	1
1	D	9	12	3	0	928	-1	-1	1	1
4	O	3	28	2	1	-1	-1	1870	1	1
3	O	4	25	1	2	-1	1001	-1	1	1
2	D	8	29	4	0	1239	-1	-1	1	1
2	D	5	17	2	0	1435	-1	-1	1	1
2	D	1	1	3	0	1550	-1	-1	1	1
3	O	5	7	2	0	-1	2243	-1	1	1
2	D	1	21	3	0	4026	-1	-1	1	1
3	O	3	38	1	0	-1	598	-1	1	1
1	D	1	30	4	0	4189	-1	-1	1	1
1	D	1	20	1	0	3532	-1	-1	1	1
2	D	10	30	3	0	1596	-1	-1	1	1
3	O	7	25	2	0	-1	1082	-1	1	1
2	D	1	12	2	0	2276	-1	-1	1	1
4	O	8	1	2	1	-1	-1	1923	1	1
3	O	5	13	1	1	-1	1101	-1	1	1
4	O	1	19	1	0	-1	-1	2392	1	1
2	D	6	9	2	0	2977	-1	-1	1	1
2	D	6	27	4	0	4046	-1	-1	1	1
3	O	6	14	1	0	-1	1339	-1	1	1
3	O	1	3	3	0	-1	1718	-1	1	1
2	D	7	2	3	0	3103	-1	-1	1	1
1	D	9	41	4	0	149	-1	-1	1	1
1	D	2	13	1	0	4316	-1	-1	1	1
3	O	10	20	4	0	-1	1458	-1	1	1
4	O	7	6	3	0	-1	-1	2233	1	1
4	O	1	6	1	1	-1	-1	159	1	1
4	O	1	9	4	0	-1	-1	1238	1	1
4	O	9	17	1	0	-1	-1	2262	1	1
1	D	7	1	1	0	3271	-1	-1	1	1
3	O	2	1	4	0	-1	1908	-1	1	1
2	D	4	27	2	0	1174	-1	-1	1	1
4	O	2	28	4	0	-1	-1	1138	1	1
2	D	5	37	3	0	1431	-1	-1	1	1
3	O	1	37	1	0	-1	744	-1	1	1
3	O	7	19	1	0	-1	2348	-1	1	1
2	D	2	24	4	0	1488	-1	-1	1	1
2	D	3	30	3	0	4018	-1	-1	1	1
1	D	9	16	3	0	2510	-1	-1	1	1
2	D	8	11	3	0	3715	-1	-1	1	1
2	D	7	40	1	0	2753	-1	-1	1	1
2	D	1	42	4	0	1303	-1	-1	1	1
3	O	6	23	3	0	-1	2267	-1	1	1
4	O	1	25	3	0	-1	-1	54	1	1
2	D	6	10	1	0	2551	-1	-1	1	1
1	D	3	37	2	0	2234	-1	-1	1	1
2	D	3	27	3	0	3493	-1	-1	1	1
4	O	2	37	3	0	-1	-1	1318	1	1
3	O	6	31	2	1	-1	182	-1	1	1
4	O	2	4	2	1	-1	-1	1436	1	1
1	D	3	21	4	0	1553	-1	-1	1	1
1	D	6	20	2	0	3498	-1	-1	1	1
2	D	4	36	4	0	3664	-1	-1	1	1
2	D	1	24	2	0	1409	-1	-1	1	1
