YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
8	20	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	2	23	1	0	4854	-1	-1	1	1
3	O	8	33	2	0	-1	1750	-1	1	1
3	O	1	33	3	0	-1	1245	-1	1	1
2	D	4	16	4	0	2492	-1	-1	1	1
2	D	9	20	3	0	1544	-1	-1	1	1
1	D	2	1	3	0	1179	-1	-1	1	1
3	O	4	23	1	0	-1	2028	-1	1	1
2	D	1	27	3	0	4964	-1	-1	1	1
2	D	1	29	2	0	5424	-1	-1	1	1
1	D	3	36	3	0	2384	-1	-1	1	1
4	O	7	31	1	1	-1	-1	917	1	1
2	D	5	22	1	0	5469	-1	-1	1	1
1	D	5	41	1	0	3056	-1	-1	1	1
3	O	2	3	4	0	-1	1935	-1	1	1
1	D	8	35	1	0	5007	-1	-1	1	1
2	D	6	1	2	0	2487	-1	-1	1	1
4	O	4	12	4	0	-1	-1	2416	1	1
3	O	1	12	1	0	-1	2478	-1	1	1
4	O	9	37	3	0	-1	-1	2700	1	1
2	D	1	7	2	0	1755	-1	-1	1	1
4	O	9	11	4	0	-1	-1	178	1	1
4	O	1	37	1	0	-1	-1	1646	1	1
2	D	9	38	4	0	5544	-1	-1	1	1
3	O	3	7	3	0	-1	2486	-1	1	1
3	O	10	4	3	0	-1	1751	-1	1	1
4	O	2	31	2	0	-1	-1	1026	1	1
3	O	2	33	2	1	-1	841	-1	1	1
4	O	10	2	4	0	-1	-1	2570	1	1
4	O	5	37	3	0	-1	-1	3062	1	1
2	D	6	35	4	0	1228	-1	-1	1	1
1	D	8	34	2	0	2169	-1	-1	1	1
4	O	2	16	4	0	-1	-1	2930	1	1
1	D	2	2	2	0	2695	-1	-1	1	1
3	O	8	38	3	0	-1	2189	-1	1	1
2	D	3	6	3	0	656	-1	-1	1	1
4	O	4	21	3	0	-1	-1	3159	1	1
1	D	10	7	4	0	2622	-1	-1	1	1
1	D	8	41	1	0	2637	-1	-1	1	1
1	D	10	18	3	0	2093	-1	-1	1	1
3	O	9	15	4	0	-1	1932	-1	1	1
1	D	5	33	4	0	1789	-1	-1	1	1
1	D	4	15	3	0	3323	-1	-1	1	1
2	D	1	19	2	0	185	-1	-1	1	1
3	O	4	6	3	0	-1	957	-1	1	1
4	O	4	14	4	0	-1	-1	2902	1	1
3	O	2	41	4	0	-1	217	-1	1	1
4	O	3	8	3	0	-1	-1	2422	1	1
3	O	4	11	4	0	-1	628	-1	1	1
1	D	9	27	3	0	3787	-1	-1	1	1
4	O	1	16	4	0	-1	-1	1461	1	1
1	D	1	8	4	0	4733	-1	-1	1	1
4	O	3	34	2	1	-1	-1	1161	1	1
2	D	2	17	2	0	1513	-1	-1	1	1
1	D	10	3	4	0	1062	-1	-1	1	1
1	D	8	19	4	0	1579	-1	-1	1	1
4	O	9	36	3	0	-1	-1	3318	1	1
3	O	4	17	2	0	-1	1440	-1	1	1
3	O	4	27	2	0	-1	990	-1	1	1
2	D	6	22	1	0	5023	-1	-1	1	1
2	D	3	22	2	0	60	-1	-1	1	1
2	D	10	25	1	0	5251	-1	-1	1	1
2	D	2	7	4	0	4072	-1	-1	1	1
4	O	1	40	2	0	-1	-1	2588	1	1
4	O	10	12	3	0	-1	-1	2716	1	1
3	O	2	12	1	0	-1	535	-1	1	1
2	D	2	19	1	0	4776	-1	-1	1	1
1	D	1	6	2	0	45	-1	-1	1	1
3	O	3	30	2	0	-1	1154	-1	1	1
4	O	7	34	1	0	-1	-1	1972	1	1
2	D	8	21	1	0	667	-1	-1	1	1
4	O	2	10	2	1	-1	-1	2711	1	1
1	D	8	12	4	0	5607	-1	-1	1	1
2	D	9	26	2	0	3390	-1	-1	1	1
4	O	1	20	4	0	-1	-1	2950	1	1
1	D	8	5	1	0	3048	-1	-1	1	1
3	O	3	42	2	1	-1	1338	-1	1	1
2	D	9	8	1	0	5665	-1	-1	1	1
4	O	1	35	4	0	-1	-1	1491	1	1
3	O	6	23	2	1	-1	762	-1	1	1
4	O	2	25	4	0	-1	-1	2434	1	1
3	O	9	41	2	0	-1	3328	-1	1	1
1	D	5	21	4	0	4789	-1	-1	1	1
3	O	8	26	2	0	-1	3181	-1	1	1
4	O	4	24	3	0	-1	-1	2591	1	1
1	D	5	11	1	0	4167	-1	-1	1	1
2	D	5	14	4	0	3682	-1	-1	1	1
1	D	2	5	3	0	1551	-1	-1	1	1
4	O	4	13	1	0	-1	-1	1816	1	1
4	O	4	10	2	0	-1	-1	1034	1	1
3	O	4	1	3	0	-1	2392	-1	1	1
1	D	7	15	4	0	2132	-1	-1	1	1
1	D	3	12	4	0	69	-1	-1	1	1
4	O	3	1	2	0	-1	-1	221	1	1
1	D	2	9	2	0	4671	-1	-1	1	1
3	O	4	8	3	0	-1	559	-1	1	1
2	D	3	37	3	0	3292	-1	-1	1	1
4	O	1	30	3	0	-1	-1	2542	1	1
3	O	8	39	3	0	-1	1800	-1	1	1
3	O	8	4	4	0	-1	2912	-1	1	1
1	D	4	9	4	0	1048	-1	-1	1	1
3	O	7	33	1	1	-1	2792	-1	1	1
1	D	8	7	3	0	3356	-1	-1	1	1
2	D	5	9	1	0	2437	-1	-1	1	1
1	D	2	20	4	0	5555	-1	-1	1	1
1	D	6	18	3	0	1906	-1	-1	1	1
1	D	2	32	3	0	4109	-1	-1	1	1
