YardCraneScheduling
number of cranes
1
number of containers
150
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
2	39	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
4	O	4	6	2	0	-1	-1	2453	1	1
1	D	9	2	2	0	1559	-1	-1	1	1
3	O	6	25	4	0	-1	349	-1	1	1
3	O	7	40	2	0	-1	2497	-1	1	1
1	D	2	33	4	0	1397	-1	-1	1	1
3	O	5	2	1	0	-1	467	-1	1	1
2	D	3	40	4	0	2601	-1	-1	1	1
4	O	2	15	4	0	-1	-1	1030	1	1
1	D	7	5	4	0	1419	-1	-1	1	1
1	D	6	42	3	0	1715	-1	-1	1	1
4	O	5	20	4	0	-1	-1	2511	1	1
3	O	6	24	4	0	-1	1482	-1	1	1
4	O	2	2	4	0	-1	-1	2442	1	1
2	D	4	13	2	0	3161	-1	-1	1	1
4	O	5	8	4	0	-1	-1	1023	1	1
2	D	2	13	4	0	1702	-1	-1	1	1
1	D	9	20	1	0	2741	-1	-1	1	1
2	D	5	13	3	0	1274	-1	-1	1	1
2	D	10	6	4	0	3515	-1	-1	1	1
3	O	6	37	3	0	-1	1876	-1	1	1
4	O	7	24	3	0	-1	-1	1409	1	1
3	O	1	1	3	0	-1	1374	-1	1	1
2	D	4	12	1	0	2352	-1	-1	1	1
1	D	1	33	1	0	4236	-1	-1	1	1
1	D	1	37	3	0	2774	-1	-1	1	1
4	O	2	41	1	0	-1	-1	1774	1	1
3	O	9	29	2	0	-1	969	-1	1	1
4	O	2	5	3	0	-1	-1	2247	1	1
1	D	6	13	1	0	647	-1	-1	1	1
1	D	8	25	2	0	835	-1	-1	1	1
4	O	5	36	2	0	-1	-1	1005	1	1
4	O	3	31	1	0	-1	-1	779	1	1
1	D	6	30	4	0	3307	-1	-1	1	1
4	O	6	8	1	0	-1	-1	985	1	1
3	O	3	26	3	0	-1	2202	-1	1	1
1	D	2	4	1	0	763	-1	-1	1	1
4	O	3	10	2	1	-1	-1	1840	1	1
3	O	1	7	2	1	-1	1812	-1	1	1
3	O	9	6	4	0	-1	720	-1	1	1
1	D	2	12	1	0	1292	-1	-1	1	1
2	D	7	19	4	0	1866	-1	-1	1	1
2	D	10	11	2	0	141	-1	-1	1	1
3	O	5	24	3	0	-1	471	-1	1	1
4	O	5	21	4	0	-1	-1	617	1	1
4	O	3	29	3	0	-1	-1	2187	1	1
1	D	8	37	2	0	3278	-1	-1	1	1
2	D	5	33	3	0	2974	-1	-1	1	1
2	D	3	20	2	0	3962	-1	-1	1	1
3	O	6	39	4	0	-1	1399	-1	1	1
1	D	4	25	4	0	3050	-1	-1	1	1
1	D	10	16	3	0	4326	-1	-1	1	1
3	O	9	12	1	0	-1	1467	-1	1	1
2	D	7	12	4	0	2236	-1	-1	1	1
1	D	8	34	1	0	4330	-1	-1	1	1
2	D	9	5	3	0	3610	-1	-1	1	1
4	O	1	18	2	1	-1	-1	23	1	1
2	D	7	8	1	0	982	-1	-1	1	1
3	O	7	21	3	0	-1	369	-1	1	1
4	O	5	37	2	0	-1	-1	108	1	1
4	O	2	18	1	1	-1	-1	635	1	1
3	O	10	24	2	1	-1	747	-1	1	1
4	O	10	25	3	0	-1	-1	422	1	1
3	O	4	21	3	0	-1	2301	-1	1	1
4	O	6	4	3	0	-1	-1	685	1	1
2	D	1	8	3	0	1376	-1	-1	1	1
1	D	4	17	4	0	3081	-1	-1	1	1
1	D	3	38	1	0	2025	-1	-1	1	1
2	D	10	18	3	0	1857	-1	-1	1	1
4	O	5	7	2	0	-1	-1	1267	1	1
2	D	3	6	1	0	3408	-1	-1	1	1
4	O	6	23	4	0	-1	-1	347	1	1
3	O	9	34	1	0	-1	2022	-1	1	1
1	D	8	20	1	0	1830	-1	-1	1	1
4	O	5	18	3	0	-1	-1	1989	1	1
4	O	8	17	2	0	-1	-1	1437	1	1
2	D	2	19	1	0	2766	-1	-1	1	1
1	D	8	7	3	0	582	-1	-1	1	1
1	D	6	12	1	0	1278	-1	-1	1	1
3	O	4	22	3	0	-1	570	-1	1	1
2	D	1	16	4	0	1980	-1	-1	1	1
3	O	9	22	3	0	-1	2354	-1	1	1
4	O	5	22	3	0	-1	-1	360	1	1
1	D	4	28	1	0	2119	-1	-1	1	1
1	D	5	17	3	0	1621	-1	-1	1	1
3	O	9	41	3	0	-1	1502	-1	1	1
1	D	5	30	1	0	744	-1	-1	1	1
3	O	2	20	4	0	-1	1638	-1	1	1
3	O	9	18	3	0	-1	1882	-1	1	1
3	O	5	28	3	0	-1	286	-1	1	1
4	O	7	18	2	0	-1	-1	2200	1	1
3	O	1	38	1	0	-1	518	-1	1	1
3	O	2	3	3	0	-1	175	-1	1	1
1	D	2	35	2	0	4174	-1	-1	1	1
3	O	7	2	4	0	-1	1704	-1	1	1
4	O	5	11	2	1	-1	-1	525	1	1
1	D	4	10	3	0	2486	-1	-1	1	1
1	D	3	4	3	0	1186	-1	-1	1	1
1	D	3	30	3	0	1608	-1	-1	1	1
3	O	8	29	4	0	-1	2206	-1	1	1
3	O	1	10	4	0	-1	1027	-1	1	1
1	D	3	32	3	0	1048	-1	-1	1	1
4	O	3	24	1	1	-1	-1	2025	1	1
1	D	1	22	4	0	3216	-1	-1	1	1
2	D	1	11	3	0	880	-1	-1	1	1
3	O	1	28	1	0	-1	41	-1	1	1
3	O	5	29	4	0	-1	1419	-1	1	1
3	O	7	10	2	0	-1	135	-1	1	1
3	O	5	1	1	0	-1	2048	-1	1	1
4	O	9	25	3	0	-1	-1	137	1	1
2	D	4	26	2	0	2023	-1	-1	1	1
2	D	1	15	3	0	1003	-1	-1	1	1
4	O	1	17	3	0	-1	-1	45	1	1
1	D	1	21	2	0	1613	-1	-1	1	1
1	D	2	10	1	0	1135	-1	-1	1	1
1	D	9	35	2	0	3657	-1	-1	1	1
4	O	10	3	3	0	-1	-1	764	1	1
4	O	4	33	3	0	-1	-1	1197	1	1
3	O	1	14	1	0	-1	743	-1	1	1
4	O	2	28	4	0	-1	-1	1159	1	1
3	O	4	34	4	0	-1	1725	-1	1	1
4	O	5	14	2	0	-1	-1	698	1	1
1	D	8	12	1	0	2788	-1	-1	1	1
3	O	2	14	3	0	-1	1212	-1	1	1
1	D	1	34	1	0	1912	-1	-1	1	1
3	O	10	38	2	0	-1	915	-1	1	1
3	O	7	3	4	0	-1	2485	-1	1	1
2	D	9	40	1	0	34	-1	-1	1	1
2	D	7	36	4	0	3176	-1	-1	1	1
3	O	2	21	4	0	-1	1846	-1	1	1
4	O	2	7	1	2	-1	-1	118	1	1
3	O	4	42	2	0	-1	858	-1	1	1
2	D	7	39	3	0	1018	-1	-1	1	1
3	O	10	28	1	0	-1	2133	-1	1	1
1	D	3	21	1	0	2003	-1	-1	1	1
2	D	2	34	4	0	3613	-1	-1	1	1
2	D	8	8	4	0	2296	-1	-1	1	1
4	O	5	12	3	0	-1	-1	1918	1	1
3	O	3	9	1	0	-1	2496	-1	1	1
1	D	7	27	3	0	1861	-1	-1	1	1
4	O	9	1	3	0	-1	-1	390	1	1
3	O	5	19	1	2	-1	130	-1	1	1
1	D	10	26	3	0	2105	-1	-1	1	1
4	O	1	9	4	0	-1	-1	1151	1	1
4	O	1	4	4	0	-1	-1	1646	1	1
4	O	3	2	4	0	-1	-1	686	1	1
2	D	6	31	4	0	521	-1	-1	1	1
4	O	9	27	4	0	-1	-1	1116	1	1
2	D	8	24	3	0	3305	-1	-1	1	1
3	O	10	2	3	0	-1	2469	-1	1	1
4	O	4	2	1	1	-1	-1	461	1	1
