YardCraneScheduling
number of cranes
1
number of containers
100
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
8	42	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	10	38	4	0	2450	-1	-1	1	1
3	O	4	19	4	0	-1	1435	-1	1	1
4	O	5	37	3	0	-1	-1	1451	1	1
3	O	8	20	2	1	-1	362	-1	1	1
2	D	9	16	2	0	1592	-1	-1	1	1
2	D	2	24	3	0	1484	-1	-1	1	1
4	O	2	12	3	0	-1	-1	221	1	1
3	O	8	5	2	0	-1	74	-1	1	1
2	D	9	4	2	0	1205	-1	-1	1	1
3	O	2	29	3	0	-1	1576	-1	1	1
4	O	7	35	1	0	-1	-1	835	1	1
4	O	3	34	3	0	-1	-1	1674	1	1
2	D	8	6	2	0	2060	-1	-1	1	1
3	O	2	35	3	0	-1	739	-1	1	1
4	O	4	36	4	0	-1	-1	1013	1	1
3	O	3	21	3	0	-1	365	-1	1	1
4	O	2	33	4	0	-1	-1	604	1	1
3	O	7	17	3	0	-1	301	-1	1	1
3	O	7	8	2	1	-1	180	-1	1	1
2	D	4	2	2	0	1650	-1	-1	1	1
3	O	9	1	4	0	-1	390	-1	1	1
2	D	8	14	1	0	2439	-1	-1	1	1
4	O	8	28	4	0	-1	-1	1257	1	1
1	D	9	15	2	0	869	-1	-1	1	1
4	O	1	25	3	0	-1	-1	1231	1	1
4	O	3	19	3	0	-1	-1	616	1	1
2	D	2	42	3	0	2648	-1	-1	1	1
2	D	8	9	1	0	1849	-1	-1	1	1
3	O	9	26	4	0	-1	870	-1	1	1
1	D	9	41	2	0	722	-1	-1	1	1
4	O	5	39	4	0	-1	-1	1127	1	1
2	D	6	2	4	0	1096	-1	-1	1	1
3	O	8	23	4	0	-1	335	-1	1	1
4	O	2	23	3	0	-1	-1	56	1	1
1	D	5	8	3	0	858	-1	-1	1	1
1	D	5	25	2	0	1746	-1	-1	1	1
1	D	5	11	3	0	774	-1	-1	1	1
3	O	9	39	3	0	-1	83	-1	1	1
1	D	10	31	4	0	1849	-1	-1	1	1
4	O	5	6	3	0	-1	-1	1113	1	1
4	O	1	12	4	0	-1	-1	542	1	1
3	O	4	4	4	0	-1	1277	-1	1	1
3	O	5	10	2	0	-1	260	-1	1	1
4	O	6	1	3	0	-1	-1	1010	1	1
4	O	7	19	3	0	-1	-1	1135	1	1
1	D	5	21	2	0	1480	-1	-1	1	1
4	O	3	3	1	0	-1	-1	1212	1	1
4	O	5	29	4	0	-1	-1	524	1	1
3	O	5	42	1	0	-1	1004	-1	1	1
3	O	2	18	4	0	-1	430	-1	1	1
4	O	9	25	2	0	-1	-1	961	1	1
3	O	7	29	2	0	-1	1113	-1	1	1
1	D	5	23	1	0	1823	-1	-1	1	1
4	O	8	31	1	2	-1	-1	968	1	1
3	O	10	32	2	0	-1	1313	-1	1	1
2	D	2	31	3	0	235	-1	-1	1	1
3	O	5	22	1	0	-1	262	-1	1	1
3	O	2	5	4	0	-1	307	-1	1	1
3	O	10	14	3	0	-1	89	-1	1	1
1	D	3	7	3	0	1912	-1	-1	1	1
2	D	9	3	1	0	2593	-1	-1	1	1
4	O	7	25	4	0	-1	-1	1358	1	1
2	D	10	29	3	0	2911	-1	-1	1	1
1	D	3	17	3	0	903	-1	-1	1	1
4	O	6	22	3	0	-1	-1	426	1	1
1	D	4	30	2	0	2583	-1	-1	1	1
2	D	2	30	2	0	800	-1	-1	1	1
3	O	9	11	1	0	-1	136	-1	1	1
1	D	9	18	2	0	2546	-1	-1	1	1
4	O	10	40	3	0	-1	-1	851	1	1
2	D	10	35	3	0	2309	-1	-1	1	1
1	D	2	20	1	0	1410	-1	-1	1	1
2	D	7	5	1	0	280	-1	-1	1	1
2	D	8	36	3	0	28	-1	-1	1	1
2	D	9	6	1	0	964	-1	-1	1	1
2	D	3	15	2	0	2202	-1	-1	1	1
3	O	7	34	4	0	-1	317	-1	1	1
4	O	6	28	1	0	-1	-1	1600	1	1
4	O	9	23	2	1	-1	-1	1469	1	1
4	O	4	37	1	0	-1	-1	121	1	1
2	D	8	21	1	0	2435	-1	-1	1	1
2	D	10	18	4	0	2720	-1	-1	1	1
3	O	7	7	4	0	-1	1055	-1	1	1
3	O	7	16	1	0	-1	708	-1	1	1
4	O	4	27	4	0	-1	-1	864	1	1
1	D	1	39	3	0	1445	-1	-1	1	1
2	D	1	15	1	0	2110	-1	-1	1	1
4	O	4	24	3	0	-1	-1	248	1	1
2	D	5	26	3	0	1382	-1	-1	1	1
1	D	10	3	4	0	948	-1	-1	1	1
1	D	10	21	3	0	758	-1	-1	1	1
2	D	10	41	2	0	367	-1	-1	1	1
1	D	3	1	1	0	2595	-1	-1	1	1
4	O	4	9	4	0	-1	-1	1425	1	1
1	D	2	7	1	0	2157	-1	-1	1	1
1	D	4	32	1	0	1390	-1	-1	1	1
1	D	3	38	1	0	2243	-1	-1	1	1
1	D	10	4	2	0	1070	-1	-1	1	1
3	O	8	40	1	0	-1	507	-1	1	1
3	O	3	40	1	1	-1	388	-1	1	1
