YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
4	31	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	7	3	3	0	-1	578	-1	1	1
4	O	6	5	1	0	-1	-1	113	1	1
1	D	9	10	2	0	664	-1	-1	1	1
3	O	3	36	4	0	-1	437	-1	1	1
2	D	5	16	1	0	241	-1	-1	1	1
1	D	5	10	2	0	1118	-1	-1	1	1
3	O	9	4	1	0	-1	101	-1	1	1
1	D	2	4	1	0	630	-1	-1	1	1
1	D	5	25	4	0	108	-1	-1	1	1
4	O	1	15	3	0	-1	-1	486	1	1
3	O	2	29	3	0	-1	173	-1	1	1
3	O	6	24	4	0	-1	267	-1	1	1
3	O	3	22	4	0	-1	331	-1	1	1
3	O	1	40	3	0	-1	181	-1	1	1
3	O	1	19	1	0	-1	621	-1	1	1
2	D	6	3	4	0	437	-1	-1	1	1
2	D	5	19	4	0	574	-1	-1	1	1
4	O	8	40	1	0	-1	-1	98	1	1
2	D	9	9	3	0	911	-1	-1	1	1
4	O	6	39	4	0	-1	-1	208	1	1
3	O	5	24	1	0	-1	256	-1	1	1
3	O	3	18	2	1	-1	558	-1	1	1
1	D	6	30	3	0	440	-1	-1	1	1
2	D	2	3	1	0	386	-1	-1	1	1
2	D	1	42	4	0	1163	-1	-1	1	1
4	O	1	12	4	0	-1	-1	671	1	1
1	D	5	38	4	0	495	-1	-1	1	1
4	O	5	7	4	0	-1	-1	296	1	1
1	D	10	37	4	0	1076	-1	-1	1	1
4	O	2	39	1	0	-1	-1	159	1	1
3	O	4	26	2	0	-1	85	-1	1	1
1	D	3	11	2	0	890	-1	-1	1	1
1	D	7	15	1	0	61	-1	-1	1	1
3	O	10	19	1	0	-1	127	-1	1	1
3	O	2	2	1	1	-1	278	-1	1	1
2	D	4	13	4	0	1124	-1	-1	1	1
3	O	6	22	1	0	-1	394	-1	1	1
1	D	4	16	2	0	1123	-1	-1	1	1
2	D	2	8	3	0	960	-1	-1	1	1
2	D	2	18	1	0	220	-1	-1	1	1
