YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
4	7	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
2	D	8	23	4	0	387	-1	-1	1	1
3	O	4	42	2	0	-1	2717	-1	3	3
3	O	4	15	3	0	-1	48	-1	3	3
2	D	3	4	3	0	3276	-1	-1	1	1
1	D	4	21	4	0	4507	-1	-1	3	3
2	D	5	23	3	0	2616	-1	-1	1	1
3	O	4	31	3	0	-1	1653	-1	3	3
2	D	10	39	3	0	2807	-1	-1	1	1
3	O	5	28	2	0	-1	1376	-1	3	3
4	O	5	40	4	0	-1	-1	1635	1	1
2	D	10	2	1	0	2907	-1	-1	1	1
3	O	3	21	3	0	-1	3235	-1	3	3
3	O	3	19	3	0	-1	1006	-1	3	3
4	O	2	26	4	0	-1	-1	2362	1	1
1	D	3	40	1	0	4339	-1	-1	3	3
4	O	1	36	2	0	-1	-1	389	1	1
2	D	8	14	1	0	4781	-1	-1	1	1
4	O	8	15	1	0	-1	-1	172	1	1
4	O	6	25	4	0	-1	-1	1795	1	1
1	D	1	10	3	0	712	-1	-1	3	3
1	D	2	19	4	0	3542	-1	-1	3	3
2	D	9	37	1	0	106	-1	-1	1	1
3	O	4	4	2	0	-1	1926	-1	3	3
4	O	1	12	4	0	-1	-1	2257	1	1
1	D	2	21	4	0	4390	-1	-1	3	3
4	O	5	11	3	0	-1	-1	569	1	1
3	O	1	3	4	0	-1	1330	-1	3	3
4	O	7	30	3	0	-1	-1	906	1	1
1	D	9	16	4	0	2378	-1	-1	3	3
1	D	8	35	1	0	2576	-1	-1	3	3
2	D	4	1	4	0	1481	-1	-1	1	1
3	O	3	5	2	0	-1	2549	-1	3	3
4	O	10	25	4	0	-1	-1	1823	1	1
2	D	2	27	1	0	5725	-1	-1	1	1
1	D	9	36	4	0	3423	-1	-1	3	3
1	D	2	2	4	0	5639	-1	-1	3	3
2	D	4	41	2	0	3153	-1	-1	1	1
1	D	10	1	4	0	5471	-1	-1	3	3
1	D	10	22	1	0	5215	-1	-1	3	3
2	D	2	31	4	0	1322	-1	-1	1	1
4	O	5	1	3	0	-1	-1	89	1	1
3	O	3	9	2	0	-1	1974	-1	3	3
4	O	8	24	4	0	-1	-1	2	1	1
2	D	8	29	3	0	5028	-1	-1	1	1
1	D	3	10	4	0	2606	-1	-1	3	3
2	D	8	25	1	0	4968	-1	-1	1	1
3	O	10	16	4	0	-1	1677	-1	3	3
4	O	3	31	4	0	-1	-1	1664	1	1
4	O	3	38	4	0	-1	-1	1765	1	1
2	D	4	17	2	0	3823	-1	-1	1	1
4	O	3	16	1	0	-1	-1	1961	1	1
3	O	3	36	4	0	-1	2367	-1	3	3
3	O	3	12	2	0	-1	700	-1	3	3
2	D	6	22	2	0	1630	-1	-1	1	1
4	O	5	9	1	0	-1	-1	3337	1	1
2	D	3	35	2	0	5415	-1	-1	1	1
3	O	1	17	4	0	-1	2548	-1	3	3
4	O	3	7	2	0	-1	-1	270	1	1
4	O	9	7	1	0	-1	-1	100	1	1
2	D	8	3	1	0	2352	-1	-1	1	1
4	O	5	37	3	0	-1	-1	3	1	1
1	D	10	15	2	0	3170	-1	-1	3	3
3	O	8	33	4	0	-1	924	-1	3	3
1	D	3	11	3	0	4654	-1	-1	3	3
4	O	2	42	4	0	-1	-1	1784	1	1
1	D	1	16	3	0	276	-1	-1	3	3
1	D	3	18	1	0	4653	-1	-1	3	3
4	O	6	19	1	2	-1	-1	1731	1	1
1	D	5	14	1	0	3925	-1	-1	3	3
2	D	4	33	1	0	2602	-1	-1	1	1
4	O	8	2	4	0	-1	-1	560	1	1
4	O	1	40	1	0	-1	-1	1865	1	1
1	D	8	8	2	0	976	-1	-1	3	3
1	D	10	32	3	0	1719	-1	-1	3	3
3	O	7	20	2	0	-1	2654	-1	3	3
4	O	5	36	4	0	-1	-1	2492	1	1
3	O	1	28	1	0	-1	2039	-1	3	3
3	O	4	11	4	0	-1	899	-1	3	3
3	O	1	33	1	1	-1	871	-1	3	3
4	O	4	28	4	0	-1	-1	2486	1	1
3	O	5	30	4	0	-1	1910	-1	3	3
4	O	7	24	4	0	-1	-1	1694	1	1
1	D	5	29	2	0	3835	-1	-1	3	3
2	D	9	19	3	0	1373	-1	-1	1	1
