YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
8	2	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
4	O	9	40	3	0	-1	-1	3236	1	1
3	O	4	35	3	0	-1	3232	-1	3	3
3	O	1	38	3	0	-1	1805	-1	3	3
3	O	8	12	4	0	-1	2983	-1	3	3
2	D	7	22	1	0	2532	-1	-1	1	1
3	O	7	5	4	0	-1	1376	-1	3	3
1	D	5	13	2	0	3676	-1	-1	3	3
4	O	8	36	3	0	-1	-1	1384	1	1
1	D	5	27	4	0	726	-1	-1	3	3
2	D	2	13	2	0	85	-1	-1	1	1
3	O	6	24	1	0	-1	3232	-1	3	3
4	O	8	28	1	1	-1	-1	1942	1	1
4	O	6	30	1	1	-1	-1	2037	1	1
1	D	3	6	4	0	1916	-1	-1	3	3
3	O	8	16	3	0	-1	1420	-1	3	3
4	O	4	12	1	1	-1	-1	3130	1	1
3	O	7	39	1	0	-1	3217	-1	3	3
4	O	6	41	1	0	-1	-1	1504	1	1
2	D	10	4	1	0	2943	-1	-1	1	1
4	O	8	35	4	0	-1	-1	1310	1	1
3	O	8	33	3	0	-1	3338	-1	3	3
2	D	3	24	4	0	3264	-1	-1	1	1
2	D	5	39	4	0	5402	-1	-1	1	1
4	O	10	42	2	0	-1	-1	960	1	1
1	D	10	26	3	0	1453	-1	-1	3	3
2	D	3	16	2	0	2678	-1	-1	1	1
2	D	1	3	4	0	3932	-1	-1	1	1
4	O	1	32	3	0	-1	-1	1881	1	1
1	D	3	3	2	0	4743	-1	-1	3	3
2	D	4	33	2	0	5626	-1	-1	1	1
4	O	8	20	3	0	-1	-1	1410	1	1
1	D	8	41	3	0	5007	-1	-1	3	3
2	D	9	23	3	0	2011	-1	-1	1	1
1	D	2	16	1	0	2757	-1	-1	3	3
4	O	4	13	2	0	-1	-1	783	1	1
1	D	6	12	3	0	5279	-1	-1	3	3
2	D	10	1	4	0	5571	-1	-1	1	1
1	D	5	8	3	0	1454	-1	-1	3	3
2	D	7	23	1	0	4621	-1	-1	1	1
1	D	6	21	3	0	996	-1	-1	3	3
3	O	9	27	4	0	-1	858	-1	3	3
4	O	8	23	4	0	-1	-1	1312	1	1
3	O	6	32	2	0	-1	1894	-1	3	3
1	D	5	20	2	0	5709	-1	-1	3	3
1	D	2	15	4	0	636	-1	-1	3	3
1	D	10	33	2	0	4667	-1	-1	3	3
4	O	8	5	2	0	-1	-1	1930	1	1
1	D	1	6	2	0	2938	-1	-1	3	3
3	O	5	28	4	0	-1	132	-1	3	3
4	O	9	20	2	0	-1	-1	1746	1	1
3	O	2	22	1	0	-1	3160	-1	3	3
1	D	1	15	1	0	3314	-1	-1	3	3
3	O	5	36	3	0	-1	3030	-1	3	3
2	D	6	6	1	0	1089	-1	-1	1	1
1	D	10	17	3	0	2306	-1	-1	3	3
2	D	3	23	1	0	1834	-1	-1	1	1
4	O	5	5	3	0	-1	-1	2217	1	1
4	O	7	11	3	0	-1	-1	1165	1	1
4	O	2	35	1	0	-1	-1	325	1	1
2	D	2	12	3	0	470	-1	-1	1	1
3	O	1	8	2	0	-1	2236	-1	3	3
1	D	6	33	1	0	5835	-1	-1	3	3
3	O	3	7	3	0	-1	1834	-1	3	3
1	D	1	12	1	0	833	-1	-1	3	3
4	O	9	36	1	0	-1	-1	2278	1	1
4	O	4	22	3	0	-1	-1	1705	1	1
1	D	3	15	1	0	4275	-1	-1	3	3
2	D	10	19	3	0	3719	-1	-1	1	1
2	D	10	25	2	0	5699	-1	-1	1	1
2	D	1	11	2	0	3323	-1	-1	1	1
3	O	1	17	2	1	-1	294	-1	3	3
3	O	7	3	1	0	-1	1296	-1	3	3
1	D	3	1	3	0	2206	-1	-1	3	3
3	O	8	32	4	0	-1	2527	-1	3	3
3	O	9	10	2	0	-1	1837	-1	3	3
3	O	9	16	4	0	-1	1580	-1	3	3
1	D	7	7	1	0	1744	-1	-1	3	3
3	O	6	5	4	0	-1	309	-1	3	3
4	O	6	39	1	1	-1	-1	662	1	1
1	D	7	20	4	0	4791	-1	-1	3	3
3	O	8	34	3	0	-1	1051	-1	3	3
4	O	4	34	1	2	-1	-1	2796	1	1
1	D	10	13	1	0	4052	-1	-1	3	3
3	O	2	19	1	0	-1	1945	-1	3	3
4	O	8	11	2	1	-1	-1	3236	1	1
2	D	5	7	2	0	4370	-1	-1	1	1
3	O	7	28	2	1	-1	1730	-1	3	3
2	D	9	37	2	0	3384	-1	-1	1	1
4	O	6	15	1	0	-1	-1	1630	1	1
4	O	8	1	3	0	-1	-1	2127	1	1
1	D	9	2	4	0	1861	-1	-1	3	3
4	O	9	33	4	0	-1	-1	105	1	1
1	D	3	19	3	0	5604	-1	-1	3	3
4	O	5	1	1	1	-1	-1	111	1	1
3	O	2	1	4	0	-1	2704	-1	3	3
3	O	6	9	4	0	-1	2920	-1	3	3
2	D	8	18	3	0	3537	-1	-1	1	1
2	D	10	20	2	0	627	-1	-1	1	1
3	O	1	9	1	0	-1	729	-1	3	3
1	D	10	6	4	0	3375	-1	-1	3	3
2	D	10	12	4	0	932	-1	-1	1	1
1	D	9	28	3	0	5219	-1	-1	3	3
3	O	3	25	1	0	-1	2883	-1	3	3
2	D	4	19	3	0	1416	-1	-1	1	1
2	D	9	38	4	0	799	-1	-1	1	1
2	D	10	16	1	0	5821	-1	-1	1	1
3	O	3	18	2	0	-1	1540	-1	3	3
3	O	8	42	2	0	-1	1939	-1	3	3
3	O	7	42	2	0	-1	1596	-1	3	3
4	O	5	9	2	1	-1	-1	2747	1	1
1	D	8	13	2	0	2017	-1	-1	3	3
2	D	9	11	2	0	1125	-1	-1	1	1
2	D	3	31	3	0	1196	-1	-1	1	1
3	O	4	7	4	0	-1	2041	-1	3	3
1	D	6	16	2	0	3679	-1	-1	3	3
3	O	7	9	4	0	-1	739	-1	3	3
4	O	8	38	4	0	-1	-1	2774	1	1
3	O	9	29	4	0	-1	373	-1	3	3
4	O	6	42	4	0	-1	-1	3250	1	1
3	O	5	22	3	0	-1	1792	-1	3	3
3	O	3	2	4	0	-1	690	-1	3	3
1	D	6	4	3	0	3953	-1	-1	3	3
1	D	7	17	1	0	4573	-1	-1	3	3
4	O	5	19	2	0	-1	-1	902	1	1
2	D	7	38	4	0	4587	-1	-1	1	1
3	O	1	37	4	0	-1	843	-1	3	3
3	O	4	25	1	2	-1	698	-1	3	3
