YardCraneScheduling
number of cranes
1
number of containers
150
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
7	36	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	3	15	1	0	-1	573	-1	3	3
4	O	8	35	3	0	-1	-1	2083	1	1
4	O	5	27	2	0	-1	-1	714	1	1
1	D	1	28	2	0	3777	-1	-1	3	3
1	D	4	26	3	0	863	-1	-1	3	3
2	D	5	2	4	0	2431	-1	-1	1	1
4	O	10	3	3	0	-1	-1	824	1	1
1	D	2	31	4	0	1579	-1	-1	3	3
3	O	4	32	4	0	-1	1823	-1	3	3
4	O	5	1	3	0	-1	-1	2518	1	1
1	D	5	41	1	0	3671	-1	-1	3	3
3	O	4	5	2	0	-1	2131	-1	3	3
2	D	2	37	1	0	502	-1	-1	1	1
2	D	3	13	1	0	4115	-1	-1	1	1
1	D	4	13	3	0	647	-1	-1	3	3
1	D	5	31	3	0	3131	-1	-1	3	3
2	D	7	42	3	0	1777	-1	-1	1	1
2	D	5	28	4	0	2083	-1	-1	1	1
4	O	2	22	1	2	-1	-1	1069	1	1
3	O	3	34	1	1	-1	2287	-1	3	3
4	O	2	30	1	0	-1	-1	1832	1	1
4	O	7	18	1	0	-1	-1	661	1	1
2	D	9	33	4	0	3930	-1	-1	1	1
4	O	4	6	4	0	-1	-1	857	1	1
1	D	9	27	1	0	2365	-1	-1	3	3
2	D	6	24	1	0	4087	-1	-1	1	1
3	O	3	20	1	0	-1	123	-1	3	3
4	O	2	5	1	1	-1	-1	2370	1	1
2	D	4	36	3	0	627	-1	-1	1	1
1	D	2	21	4	0	3465	-1	-1	3	3
3	O	2	8	3	0	-1	1253	-1	3	3
1	D	6	29	1	0	2185	-1	-1	3	3
1	D	9	36	4	0	1216	-1	-1	3	3
2	D	7	23	4	0	1824	-1	-1	1	1
1	D	8	17	4	0	2712	-1	-1	3	3
3	O	9	35	4	0	-1	1326	-1	3	3
2	D	6	11	2	0	2904	-1	-1	1	1
3	O	4	17	3	0	-1	247	-1	3	3
4	O	4	19	1	0	-1	-1	51	1	1
4	O	10	31	3	0	-1	-1	1723	1	1
3	O	6	15	3	0	-1	1692	-1	3	3
4	O	6	16	3	0	-1	-1	597	1	1
4	O	7	24	3	0	-1	-1	2157	1	1
2	D	5	36	2	0	3539	-1	-1	1	1
3	O	6	1	2	0	-1	1328	-1	3	3
4	O	3	8	1	2	-1	-1	452	1	1
4	O	1	30	3	0	-1	-1	2327	1	1
2	D	6	13	4	0	3034	-1	-1	1	1
4	O	5	5	2	0	-1	-1	1980	1	1
4	O	3	38	1	0	-1	-1	1653	1	1
1	D	2	15	1	0	2500	-1	-1	3	3
1	D	10	15	3	0	2254	-1	-1	3	3
3	O	10	10	4	0	-1	1938	-1	3	3
2	D	8	31	1	0	2164	-1	-1	1	1
2	D	1	13	1	0	3417	-1	-1	1	1
1	D	2	34	2	0	1952	-1	-1	3	3
3	O	3	7	1	1	-1	2321	-1	3	3
3	O	2	26	1	0	-1	1363	-1	3	3
1	D	10	36	3	0	296	-1	-1	3	3
2	D	4	31	2	0	3711	-1	-1	1	1
1	D	7	7	4	0	2444	-1	-1	3	3
3	O	1	8	1	0	-1	2326	-1	3	3
1	D	10	34	2	0	460	-1	-1	3	3
1	D	6	41	4	0	3690	-1	-1	3	3
3	O	8	15	2	0	-1	1686	-1	3	3
2	D	5	38	3	0	177	-1	-1	1	1
2	D	6	14	4	0	1278	-1	-1	1	1
2	D	3	2	3	0	1370	-1	-1	1	1
2	D	8	38	4	0	279	-1	-1	1	1
2	D	3	9	3	0	854	-1	-1	1	1
