YardCraneScheduling
number of cranes
1
number of containers
100
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
6	17	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	3	40	2	1	-1	346	-1	3	3
4	O	10	32	3	0	-1	-1	1173	1	1
1	D	7	15	1	0	594	-1	-1	3	3
2	D	10	21	1	0	322	-1	-1	1	1
4	O	1	7	4	0	-1	-1	606	1	1
4	O	1	23	4	0	-1	-1	382	1	1
4	O	5	4	2	1	-1	-1	1515	1	1
1	D	4	40	1	0	1892	-1	-1	3	3
2	D	4	39	2	0	159	-1	-1	1	1
1	D	9	9	1	0	214	-1	-1	3	3
1	D	5	3	1	0	1173	-1	-1	3	3
4	O	2	18	4	0	-1	-1	744	1	1
2	D	2	10	1	0	503	-1	-1	1	1
2	D	7	13	1	0	2659	-1	-1	1	1
1	D	7	11	3	0	2465	-1	-1	3	3
2	D	2	2	1	0	1094	-1	-1	1	1
4	O	2	37	4	0	-1	-1	1395	1	1
1	D	5	19	4	0	966	-1	-1	3	3
2	D	4	12	1	0	1523	-1	-1	1	1
3	O	5	12	1	0	-1	1084	-1	3	3
2	D	3	28	2	0	1031	-1	-1	1	1
2	D	3	21	4	0	1231	-1	-1	1	1
3	O	6	2	2	1	-1	1594	-1	3	3
4	O	1	33	4	0	-1	-1	135	1	1
3	O	4	21	3	0	-1	775	-1	3	3
3	O	1	14	3	0	-1	715	-1	3	3
2	D	4	9	1	0	84	-1	-1	1	1
2	D	3	35	1	0	2867	-1	-1	1	1
1	D	7	36	4	0	622	-1	-1	3	3
1	D	10	31	1	0	513	-1	-1	3	3
3	O	3	32	4	0	-1	1642	-1	3	3
2	D	10	19	4	0	2505	-1	-1	1	1
4	O	4	10	2	0	-1	-1	664	1	1
2	D	10	40	2	0	2520	-1	-1	1	1
3	O	5	23	4	0	-1	1123	-1	3	3
2	D	4	38	4	0	2251	-1	-1	1	1
3	O	10	23	2	0	-1	232	-1	3	3
3	O	10	20	4	0	-1	416	-1	3	3
1	D	4	11	4	0	2264	-1	-1	3	3
2	D	1	11	2	0	1450	-1	-1	1	1
3	O	10	27	1	0	-1	1104	-1	3	3
3	O	10	14	3	0	-1	337	-1	3	3
3	O	9	36	4	0	-1	1536	-1	3	3
1	D	6	26	2	0	1748	-1	-1	3	3
2	D	7	4	3	0	2468	-1	-1	1	1
2	D	10	16	4	0	322	-1	-1	1	1
1	D	4	28	3	0	2867	-1	-1	3	3
2	D	6	18	3	0	1138	-1	-1	1	1
1	D	1	29	3	0	1403	-1	-1	3	3
1	D	3	22	1	0	2445	-1	-1	3	3
4	O	1	38	2	0	-1	-1	1383	1	1
4	O	9	41	4	0	-1	-1	1056	1	1
4	O	10	39	1	0	-1	-1	466	1	1
4	O	2	35	1	2	-1	-1	1023	1	1
3	O	1	13	2	0	-1	510	-1	3	3
3	O	4	18	4	0	-1	895	-1	3	3
4	O	6	8	2	0	-1	-1	115	1	1
4	O	5	29	2	0	-1	-1	1455	1	1
2	D	10	37	2	0	1704	-1	-1	1	1
4	O	2	42	3	0	-1	-1	435	1	1
2	D	5	25	1	0	2186	-1	-1	1	1
4	O	2	26	3	0	-1	-1	1367	1	1
4	O	7	40	4	0	-1	-1	1404	1	1
3	O	4	27	3	0	-1	463	-1	3	3
4	O	5	9	3	0	-1	-1	338	1	1
2	D	7	5	1	0	2090	-1	-1	1	1
4	O	8	2	4	0	-1	-1	350	1	1
3	O	9	37	3	0	-1	1009	-1	3	3
2	D	6	42	2	0	422	-1	-1	1	1
2	D	3	20	3	0	96	-1	-1	1	1
3	O	3	15	4	0	-1	595	-1	3	3
2	D	8	3	3	0	600	-1	-1	1	1
2	D	5	8	1	0	2164	-1	-1	1	1
2	D	1	20	4	0	2061	-1	-1	1	1
3	O	4	33	2	0	-1	759	-1	3	3
3	O	7	19	2	0	-1	11	-1	3	3
3	O	7	35	4	0	-1	1371	-1	3	3
2	D	10	22	3	0	1751	-1	-1	1	1
2	D	9	3	1	0	1747	-1	-1	1	1
3	O	8	10	1	0	-1	236	-1	3	3
3	O	5	36	3	0	-1	1179	-1	3	3
4	O	5	17	1	0	-1	-1	818	1	1
3	O	4	41	1	2	-1	117	-1	3	3
3	O	2	40	1	0	-1	703	-1	3	3
1	D	4	1	1	0	190	-1	-1	3	3
4	O	5	18	1	0	-1	-1	514	1	1
1	D	6	24	2	0	1395	-1	-1	3	3
4	O	2	38	3	0	-1	-1	1235	1	1
3	O	2	12	4	0	-1	1256	-1	3	3
2	D	10	13	3	0	1066	-1	-1	1	1
3	O	1	37	4	0	-1	1100	-1	3	3
1	D	1	26	2	0	1708	-1	-1	3	3
2	D	10	17	1	0	2340	-1	-1	1	1
4	O	1	42	2	1	-1	-1	260	1	1
4	O	5	20	3	0	-1	-1	743	1	1
3	O	9	32	1	0	-1	1634	-1	3	3
1	D	10	1	4	0	2614	-1	-1	3	3
1	D	6	22	3	0	2604	-1	-1	3	3
2	D	7	6	4	0	679	-1	-1	1	1
3	O	7	38	2	0	-1	269	-1	3	3
