YardCraneScheduling
number of cranes
1
number of containers
50
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
8	23	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
2	D	10	10	1	0	681	-1	-1	1	1
2	D	9	16	1	0	1363	-1	-1	1	1
3	O	2	5	4	0	-1	281	-1	3	3
4	O	3	36	4	0	-1	-1	299	1	1
3	O	7	39	4	0	-1	700	-1	3	3
2	D	10	31	2	0	836	-1	-1	1	1
3	O	10	2	4	0	-1	711	-1	3	3
2	D	6	28	1	0	261	-1	-1	1	1
2	D	6	27	2	0	753	-1	-1	1	1
4	O	8	30	1	0	-1	-1	298	1	1
3	O	10	19	3	0	-1	330	-1	3	3
3	O	5	22	3	0	-1	245	-1	3	3
2	D	3	20	1	0	682	-1	-1	1	1
2	D	7	15	1	0	624	-1	-1	1	1
2	D	7	32	2	0	755	-1	-1	1	1
4	O	10	20	1	0	-1	-1	423	1	1
1	D	6	6	2	0	1324	-1	-1	3	3
3	O	4	25	1	0	-1	704	-1	3	3
4	O	6	17	4	0	-1	-1	481	1	1
2	D	1	11	3	0	81	-1	-1	1	1
4	O	5	30	4	0	-1	-1	404	1	1
2	D	9	2	1	0	1221	-1	-1	1	1
2	D	4	16	1	0	305	-1	-1	1	1
1	D	6	22	3	0	178	-1	-1	3	3
1	D	5	1	2	0	136	-1	-1	3	3
3	O	4	5	2	0	-1	682	-1	3	3
1	D	2	23	2	0	354	-1	-1	3	3
1	D	1	25	1	0	743	-1	-1	3	3
1	D	1	24	4	0	1219	-1	-1	3	3
1	D	9	29	3	0	950	-1	-1	3	3
2	D	8	5	4	0	320	-1	-1	1	1
1	D	7	34	3	0	96	-1	-1	3	3
2	D	7	36	3	0	735	-1	-1	1	1
3	O	5	37	3	0	-1	552	-1	3	3
1	D	10	28	3	0	726	-1	-1	3	3
2	D	5	24	1	0	1455	-1	-1	1	1
3	O	6	38	2	0	-1	578	-1	3	3
3	O	10	42	3	0	-1	707	-1	3	3
1	D	7	22	2	0	1451	-1	-1	3	3
1	D	3	10	3	0	1265	-1	-1	3	3
1	D	1	1	2	0	745	-1	-1	3	3
2	D	1	12	3	0	64	-1	-1	1	1
2	D	6	41	4	0	1112	-1	-1	1	1
4	O	3	12	3	0	-1	-1	90	1	1
3	O	4	23	3	0	-1	419	-1	3	3
2	D	5	25	4	0	471	-1	-1	1	1
2	D	6	42	1	0	288	-1	-1	1	1
1	D	9	4	1	0	1392	-1	-1	3	3
4	O	6	33	4	0	-1	-1	266	1	1
3	O	5	4	1	0	-1	346	-1	3	3
