YardCraneScheduling
number of cranes
1
number of containers
100
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
5	38	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	8	17	4	0	-1	820	-1	3	3
4	O	8	33	3	0	-1	-1	444	1	1
1	D	9	10	4	0	1459	-1	-1	3	3
2	D	3	39	4	0	2930	-1	-1	1	1
2	D	6	24	4	0	2313	-1	-1	1	1
1	D	9	26	2	0	2420	-1	-1	3	3
1	D	10	20	1	0	1111	-1	-1	3	3
4	O	7	39	2	0	-1	-1	923	1	1
2	D	1	17	4	0	1422	-1	-1	1	1
3	O	8	28	2	0	-1	400	-1	3	3
2	D	5	15	1	0	427	-1	-1	1	1
3	O	1	5	3	0	-1	90	-1	3	3
4	O	7	32	2	0	-1	-1	1626	1	1
3	O	1	20	2	0	-1	718	-1	3	3
2	D	1	27	4	0	2777	-1	-1	1	1
4	O	9	5	1	2	-1	-1	146	1	1
3	O	2	37	3	0	-1	139	-1	3	3
4	O	9	12	1	0	-1	-1	1407	1	1
4	O	10	13	2	1	-1	-1	931	1	1
3	O	8	9	3	0	-1	211	-1	3	3
3	O	8	39	4	0	-1	58	-1	3	3
3	O	5	20	4	0	-1	75	-1	3	3
4	O	10	15	1	0	-1	-1	1431	1	1
1	D	3	27	1	0	2689	-1	-1	3	3
1	D	1	12	1	0	1996	-1	-1	3	3
1	D	7	33	4	0	895	-1	-1	3	3
2	D	4	21	3	0	2042	-1	-1	1	1
1	D	1	15	4	0	2279	-1	-1	3	3
2	D	6	8	2	0	767	-1	-1	1	1
2	D	1	42	3	0	2138	-1	-1	1	1
4	O	6	6	4	0	-1	-1	1655	1	1
3	O	2	19	4	0	-1	879	-1	3	3
4	O	7	24	3	0	-1	-1	699	1	1
1	D	1	38	3	0	642	-1	-1	3	3
1	D	5	25	2	0	2908	-1	-1	3	3
3	O	1	25	4	0	-1	901	-1	3	3
2	D	9	27	4	0	2834	-1	-1	1	1
4	O	6	5	4	0	-1	-1	1365	1	1
3	O	7	6	2	0	-1	1041	-1	3	3
4	O	4	27	4	0	-1	-1	137	1	1
4	O	3	41	4	0	-1	-1	960	1	1
4	O	10	8	1	0	-1	-1	392	1	1
1	D	10	28	3	0	1886	-1	-1	3	3
1	D	8	26	3	0	547	-1	-1	3	3
4	O	6	29	3	0	-1	-1	665	1	1
1	D	10	32	2	0	2358	-1	-1	3	3
2	D	6	3	4	0	2426	-1	-1	1	1
1	D	1	19	2	0	2526	-1	-1	3	3
2	D	6	32	4	0	1942	-1	-1	1	1
3	O	8	41	2	0	-1	112	-1	3	3
2	D	7	27	4	0	911	-1	-1	1	1
3	O	8	35	3	0	-1	419	-1	3	3
2	D	1	1	3	0	310	-1	-1	1	1
4	O	5	5	2	0	-1	-1	797	1	1
4	O	5	12	2	1	-1	-1	1177	1	1
3	O	8	7	2	0	-1	1301	-1	3	3
2	D	2	27	4	0	54	-1	-1	1	1
1	D	4	22	2	0	196	-1	-1	3	3
3	O	3	42	4	0	-1	1632	-1	3	3
2	D	6	20	1	0	1199	-1	-1	1	1
2	D	6	15	3	0	2602	-1	-1	1	1
2	D	3	11	4	0	2756	-1	-1	1	1
1	D	9	38	4	0	1004	-1	-1	3	3
2	D	7	1	4	0	688	-1	-1	1	1
1	D	9	4	3	0	816	-1	-1	3	3
2	D	7	4	3	0	1854	-1	-1	1	1
2	D	4	31	4	0	2729	-1	-1	1	1
4	O	2	38	2	0	-1	-1	684	1	1
1	D	3	28	4	0	2697	-1	-1	3	3
2	D	3	25	1	0	601	-1	-1	1	1
2	D	1	2	4	0	2562	-1	-1	1	1
1	D	2	41	1	0	84	-1	-1	3	3
2	D	8	21	4	0	2649	-1	-1	1	1
2	D	4	17	4	0	2372	-1	-1	1	1
2	D	6	9	1	0	1406	-1	-1	1	1
2	D	4	9	1	0	2290	-1	-1	1	1
3	O	2	24	2	0	-1	1077	-1	3	3
1	D	2	2	1	0	767	-1	-1	3	3
3	O	2	3	1	1	-1	476	-1	3	3
1	D	5	31	3	0	2569	-1	-1	3	3
2	D	5	2	2	0	131	-1	-1	1	1
2	D	5	10	4	0	2731	-1	-1	1	1
4	O	5	40	2	1	-1	-1	157	1	1
2	D	2	1	3	0	1451	-1	-1	1	1
4	O	4	39	3	0	-1	-1	492	1	1
2	D	6	22	2	0	2073	-1	-1	1	1
3	O	6	2	1	1	-1	139	-1	3	3
2	D	2	6	4	0	2527	-1	-1	1	1
4	O	3	29	4	0	-1	-1	1531	1	1
3	O	4	35	4	0	-1	43	-1	3	3
1	D	9	8	2	0	2332	-1	-1	3	3
4	O	2	20	2	0	-1	-1	103	1	1
1	D	10	1	3	0	2217	-1	-1	3	3
2	D	2	14	2	0	1954	-1	-1	1	1
2	D	9	36	1	0	98	-1	-1	1	1
2	D	3	7	1	0	1176	-1	-1	1	1
2	D	4	32	1	0	1480	-1	-1	1	1
4	O	8	4	1	0	-1	-1	781	1	1
3	O	7	2	1	0	-1	1620	-1	3	3
2	D	2	5	2	0	1676	-1	-1	1	1
