YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
10	15	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
1	D	10	29	3	0	411	-1	-1	3	3
4	O	7	8	1	0	-1	-1	762	1	1
3	O	10	25	3	0	-1	2880	-1	3	3
3	O	6	5	2	0	-1	570	-1	3	3
4	O	9	39	4	0	-1	-1	1473	1	1
1	D	9	16	2	0	3386	-1	-1	3	3
2	D	8	30	2	0	2041	-1	-1	1	1
3	O	8	19	2	0	-1	3357	-1	3	3
4	O	10	14	2	1	-1	-1	1917	1	1
4	O	2	13	3	0	-1	-1	1446	1	1
4	O	3	17	2	1	-1	-1	293	1	1
2	D	9	18	4	0	1614	-1	-1	1	1
1	D	8	42	1	0	5142	-1	-1	3	3
4	O	2	39	2	0	-1	-1	1602	1	1
1	D	3	19	3	0	1858	-1	-1	3	3
2	D	4	9	2	0	5847	-1	-1	1	1
1	D	8	35	4	0	1680	-1	-1	3	3
3	O	6	13	4	0	-1	2207	-1	3	3
3	O	4	15	4	0	-1	1744	-1	3	3
3	O	9	31	1	2	-1	481	-1	3	3
2	D	10	17	1	0	2410	-1	-1	1	1
2	D	5	1	4	0	3664	-1	-1	1	1
2	D	5	29	1	0	5539	-1	-1	1	1
1	D	4	42	4	0	3481	-1	-1	3	3
1	D	2	36	4	0	1170	-1	-1	3	3
2	D	7	42	1	0	5321	-1	-1	1	1
4	O	7	40	3	0	-1	-1	953	1	1
2	D	10	20	4	0	3377	-1	-1	1	1
2	D	9	7	1	0	1770	-1	-1	1	1
1	D	3	26	2	0	5690	-1	-1	3	3
4	O	5	30	4	0	-1	-1	558	1	1
4	O	9	40	3	0	-1	-1	1343	1	1
1	D	3	15	1	0	1322	-1	-1	3	3
2	D	5	37	4	0	2753	-1	-1	1	1
2	D	10	18	4	0	3867	-1	-1	1	1
3	O	9	28	1	2	-1	762	-1	3	3
3	O	4	29	1	0	-1	2500	-1	3	3
3	O	2	41	2	0	-1	787	-1	3	3
4	O	4	31	3	0	-1	-1	2822	1	1
2	D	8	2	3	0	3285	-1	-1	1	1
2	D	9	20	4	0	3873	-1	-1	1	1
1	D	10	41	4	0	4858	-1	-1	3	3
1	D	3	29	4	0	5134	-1	-1	3	3
4	O	8	28	2	0	-1	-1	355	1	1
3	O	9	17	2	1	-1	1406	-1	3	3
2	D	5	3	1	0	5535	-1	-1	1	1
2	D	5	31	3	0	3326	-1	-1	1	1
1	D	9	26	4	0	2163	-1	-1	3	3
1	D	10	3	4	0	5162	-1	-1	3	3
4	O	2	28	2	0	-1	-1	1249	1	1
1	D	3	38	1	0	3886	-1	-1	3	3
2	D	6	26	4	0	2808	-1	-1	1	1
2	D	4	22	2	0	2547	-1	-1	1	1
2	D	3	39	1	0	3013	-1	-1	1	1
1	D	4	32	4	0	3115	-1	-1	3	3
1	D	3	22	4	0	5525	-1	-1	3	3
1	D	10	38	4	0	688	-1	-1	3	3
2	D	10	8	2	0	3893	-1	-1	1	1
2	D	6	12	4	0	4105	-1	-1	1	1
3	O	1	28	3	0	-1	436	-1	3	3
4	O	10	22	4	0	-1	-1	408	1	1
2	D	7	14	1	0	2045	-1	-1	1	1
2	D	1	27	2	0	5726	-1	-1	1	1
4	O	4	26	3	0	-1	-1	2032	1	1
2	D	5	11	1	0	2836	-1	-1	1	1
1	D	3	20	2	0	978	-1	-1	3	3
1	D	1	18	4	0	2100	-1	-1	3	3
2	D	1	5	3	0	445	-1	-1	1	1
2	D	6	36	2	0	1101	-1	-1	1	1
4	O	6	4	2	0	-1	-1	1645	1	1
1	D	6	2	3	0	5041	-1	-1	3	3
3	O	3	23	2	0	-1	495	-1	3	3
3	O	6	32	1	0	-1	1795	-1	3	3
2	D	3	36	1	0	3138	-1	-1	1	1
2	D	5	21	4	0	2245	-1	-1	1	1
2	D	5	8	2	0	4997	-1	-1	1	1
3	O	2	14	3	0	-1	143	-1	3	3
2	D	10	42	3	0	2315	-1	-1	1	1
1	D	7	11	1	0	1381	-1	-1	3	3
4	O	5	40	1	1	-1	-1	2149	1	1
4	O	5	39	4	0	-1	-1	28	1	1
2	D	5	32	2	0	2844	-1	-1	1	1
4	O	7	15	1	0	-1	-1	33	1	1
2	D	9	34	3	0	4765	-1	-1	1	1
4	O	8	27	1	0	-1	-1	3164	1	1
4	O	8	21	3	0	-1	-1	3344	1	1
2	D	8	4	1	0	5341	-1	-1	1	1
4	O	2	29	3	0	-1	-1	2195	1	1
1	D	4	11	2	0	4807	-1	-1	3	3
4	O	9	35	1	0	-1	-1	1079	1	1
2	D	8	8	2	0	1561	-1	-1	1	1
2	D	2	10	4	0	2851	-1	-1	1	1
1	D	4	24	3	0	4851	-1	-1	3	3
4	O	9	15	3	0	-1	-1	335	1	1
2	D	4	7	1	0	1491	-1	-1	1	1
3	O	2	6	4	0	-1	1580	-1	3	3
3	O	1	33	1	0	-1	29	-1	3	3
4	O	2	16	2	0	-1	-1	1445	1	1
3	O	8	23	3	0	-1	2045	-1	3	3
2	D	7	27	1	0	1814	-1	-1	1	1
3	O	7	25	2	0	-1	487	-1	3	3
1	D	10	5	2	0	192	-1	-1	3	3
4	O	10	35	4	0	-1	-1	794	1	1
4	O	1	6	1	1	-1	-1	1633	1	1
1	D	7	30	3	0	4227	-1	-1	3	3
4	O	9	29	1	1	-1	-1	1766	1	1
3	O	10	40	2	0	-1	2613	-1	3	3
4	O	2	32	3	0	-1	-1	257	1	1
4	O	7	6	4	0	-1	-1	2361	1	1
1	D	7	31	4	0	2979	-1	-1	3	3
1	D	5	25	2	0	5311	-1	-1	3	3
4	O	6	23	4	0	-1	-1	2878	1	1
1	D	9	13	3	0	244	-1	-1	3	3
4	O	6	42	3	0	-1	-1	745	1	1
2	D	10	21	4	0	1994	-1	-1	1	1
1	D	2	23	3	0	2067	-1	-1	3	3
2	D	4	37	1	0	4682	-1	-1	1	1
1	D	5	9	2	0	3866	-1	-1	3	3
3	O	2	17	1	0	-1	981	-1	3	3
2	D	10	1	1	0	4810	-1	-1	1	1
1	D	7	16	1	0	4936	-1	-1	3	3
3	O	3	33	3	0	-1	216	-1	3	3
3	O	4	40	4	0	-1	677	-1	3	3
1	D	3	41	4	0	2957	-1	-1	3	3
3	O	6	16	2	0	-1	3262	-1	3	3
1	D	7	18	1	0	286	-1	-1	3	3
2	D	1	3	2	0	3837	-1	-1	1	1
1	D	6	40	4	0	4032	-1	-1	3	3
4	O	3	24	2	0	-1	-1	517	1	1
4	O	10	24	1	0	-1	-1	3284	1	1
4	O	10	28	4	0	-1	-1	1490	1	1
2	D	8	1	4	0	3565	-1	-1	1	1
2	D	10	34	3	0	4799	-1	-1	1	1
2	D	5	24	2	0	5294	-1	-1	1	1
1	D	10	15	3	0	4714	-1	-1	3	3
1	D	1	20	1	0	3561	-1	-1	3	3
1	D	5	5	4	0	79	-1	-1	3	3
4	O	2	1	2	0	-1	-1	2127	1	1
2	D	3	3	3	0	285	-1	-1	1	1
3	O	10	9	2	0	-1	1476	-1	3	3
3	O	1	1	2	1	-1	2944	-1	3	3
3	O	7	4	3	0	-1	1249	-1	3	3
3	O	1	9	4	0	-1	2958	-1	3	3
3	O	10	23	3	0	-1	1395	-1	3	3
1	D	5	6	2	0	4629	-1	-1	3	3
1	D	8	26	2	0	5360	-1	-1	3	3
3	O	5	15	3	0	-1	1611	-1	3	3
1	D	8	6	4	0	3162	-1	-1	3	3
1	D	8	9	2	0	653	-1	-1	3	3
2	D	9	12	3	0	5179	-1	-1	1	1
2	D	4	33	3	0	5284	-1	-1	1	1
