YardCraneScheduling
number of cranes
1
number of containers
40
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
3	16	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
2	D	1	32	4	0	320	-1	-1	1	1
4	O	6	20	4	0	-1	-1	603	1	1
1	D	5	29	4	0	824	-1	-1	3	3
2	D	7	36	1	0	222	-1	-1	1	1
3	O	4	4	4	0	-1	492	-1	3	3
1	D	10	18	2	0	157	-1	-1	3	3
2	D	5	2	4	0	1100	-1	-1	1	1
3	O	7	42	4	0	-1	659	-1	3	3
3	O	6	6	1	0	-1	664	-1	3	3
3	O	8	30	4	0	-1	385	-1	3	3
3	O	10	31	1	0	-1	614	-1	3	3
2	D	4	29	2	0	514	-1	-1	1	1
1	D	2	5	2	0	432	-1	-1	3	3
3	O	2	1	4	0	-1	227	-1	3	3
3	O	9	18	1	0	-1	518	-1	3	3
4	O	2	14	3	0	-1	-1	145	1	1
1	D	5	19	1	0	631	-1	-1	3	3
1	D	3	27	1	0	861	-1	-1	3	3
1	D	3	29	3	0	148	-1	-1	3	3
4	O	1	41	4	0	-1	-1	511	1	1
3	O	5	18	1	0	-1	631	-1	3	3
3	O	5	22	2	0	-1	119	-1	3	3
2	D	8	8	1	0	587	-1	-1	1	1
2	D	2	39	4	0	165	-1	-1	1	1
4	O	1	12	1	0	-1	-1	116	1	1
1	D	4	33	2	0	907	-1	-1	3	3
3	O	7	24	2	0	-1	391	-1	3	3
3	O	4	3	2	0	-1	116	-1	3	3
4	O	7	19	1	1	-1	-1	232	1	1
3	O	9	1	1	0	-1	252	-1	3	3
4	O	9	16	1	0	-1	-1	231	1	1
4	O	4	23	3	0	-1	-1	88	1	1
2	D	1	13	3	0	1103	-1	-1	1	1
4	O	2	25	3	0	-1	-1	264	1	1
4	O	4	15	3	0	-1	-1	410	1	1
3	O	5	23	2	1	-1	21	-1	3	3
1	D	3	6	4	0	848	-1	-1	3	3
1	D	3	14	1	0	1168	-1	-1	3	3
1	D	5	20	1	0	437	-1	-1	3	3
3	O	8	17	2	1	-1	473	-1	3	3
