YardCraneScheduling
number of cranes
1
number of containers
200
number of rows
10
number of columns
42
number of tiers
4
number of I/O land
6
number of I/O sea
10
gantry speed
1
trolley speed
1
hoisting speed
1
reshuffling time
2
Crane Initial Position
2	25	5
I/O Land information
#x,y,z
2	43	2
3	43	2
4	43	2
5	43	2
6	43	2
7	43	2
I/O Sea information
#x,y,z
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
Containers requests information
#Containers requests information, one line per container
#Type	TypeLoc	x	y	z	RS	rj	dj	ej	wj	wcongj
3	O	5	23	2	0	-1	3360	-1	3	3
2	D	9	19	2	0	4225	-1	-1	1	1
1	D	4	10	4	0	1182	-1	-1	3	3
2	D	7	36	1	0	4367	-1	-1	1	1
4	O	4	17	3	0	-1	-1	1296	1	1
1	D	10	31	2	0	4349	-1	-1	3	3
3	O	6	8	2	0	-1	2596	-1	3	3
3	O	9	25	4	0	-1	223	-1	3	3
1	D	5	5	3	0	1533	-1	-1	3	3
1	D	1	1	4	0	3452	-1	-1	3	3
1	D	3	33	1	0	2353	-1	-1	3	3
4	O	4	25	3	0	-1	-1	2279	1	1
3	O	6	20	3	0	-1	1213	-1	3	3
3	O	4	14	3	0	-1	1080	-1	3	3
4	O	6	24	2	0	-1	-1	2867	1	1
2	D	5	10	2	0	3992	-1	-1	1	1
2	D	8	31	2	0	265	-1	-1	1	1
2	D	10	21	4	0	4311	-1	-1	1	1
3	O	2	37	1	2	-1	2423	-1	3	3
1	D	3	11	2	0	1494	-1	-1	3	3
1	D	8	6	1	0	5868	-1	-1	3	3
4	O	9	33	4	0	-1	-1	0	1	1
2	D	3	12	3	0	372	-1	-1	1	1
2	D	3	32	3	0	5018	-1	-1	1	1
2	D	4	21	1	0	2288	-1	-1	1	1
2	D	2	41	3	0	21	-1	-1	1	1
1	D	3	27	2	0	1170	-1	-1	3	3
3	O	2	28	3	0	-1	2192	-1	3	3
2	D	5	8	1	0	837	-1	-1	1	1
1	D	10	29	4	0	4119	-1	-1	3	3
3	O	4	22	2	0	-1	892	-1	3	3
4	O	6	16	4	0	-1	-1	48	1	1
4	O	3	21	1	0	-1	-1	1929	1	1
2	D	6	4	3	0	714	-1	-1	1	1
1	D	9	12	3	0	717	-1	-1	3	3
2	D	8	19	3	0	5089	-1	-1	1	1
2	D	1	23	4	0	973	-1	-1	1	1
4	O	5	40	4	0	-1	-1	2843	1	1
1	D	9	34	1	0	2694	-1	-1	3	3
3	O	3	22	2	0	-1	207	-1	3	3
1	D	6	6	4	0	106	-1	-1	3	3
4	O	8	35	1	0	-1	-1	2197	1	1
